MR_Sys_No,Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption,Rdg_Adj,ChngdMtr_Adj,ChngdMtr_Cons,MR_Status,Remarks,Emp_ID,Time_stamp,User_ID,midentity
348036,111200010,2011-1100498,12/1/2018,1/1/2019,1437,1464,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960537
348037,111200030,101021198,12/1/2018,1/1/2019,2040,2058,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960538
348038,111200050,60103741,12/1/2018,1/1/2019,1600,1608,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960539
348039,111200060,1027,12/1/2018,1/1/2019,1458,1497,39,0,0,0,2,,0,1/3/19 9:25,WIN,1960540
348040,111200080,1101065,12/1/2018,1/1/2019,1543,1559,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960541
348041,111200090,2612,12/1/2018,1/1/2019,957,967,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960542
348042,111200101,70305042,12/1/2018,1/1/2019,1294,1322,28,0,0,0,2,,0,1/3/19 9:25,WIN,1960543
348043,111200110,112103989,12/1/2018,1/1/2019,1231,1242,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960544
348044,111200130,4240153,12/1/2018,1/1/2019,1276,1289,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960545
348045,111200140,1101756,12/1/2018,1/1/2019,1453,1471,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960546
348046,111200150,1102644,12/1/2018,1/1/2019,1797,1825,28,0,0,0,2,,0,1/3/19 9:25,WIN,1960547
348047,111200160,80802014,12/1/2018,1/1/2019,1673,1680,7,0,0,0,2,,0,1/3/19 9:25,WIN,1960548
348048,111200210,4240047,12/1/2018,1/1/2019,3129,3157,28,0,0,0,2,,0,1/3/19 9:25,WIN,1960549
348049,111200230,990825863,12/1/2018,1/1/2019,3023,3034,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960550
348050,111200260,4240177,12/1/2018,1/1/2019,2874,2886,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960551
348051,111200270,2205058,12/1/2018,1/1/2019,1889,1898,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960552
348052,111200290,17NB023598,12/1/2018,1/1/2019,419,446,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960553
348053,111200300,17NB023599,12/1/2018,1/1/2019,221,235,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960554
348054,111200301,150202883,12/1/2018,1/1/2019,731,761,30,0,0,0,2,,0,1/3/19 9:25,WIN,1960555
348055,111200310,4240167,12/1/2018,1/1/2019,1895,1907,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960556
348056,111200311,2415,12/1/2018,1/1/2019,690,699,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960557
348057,111200320,20981400,12/1/2018,1/1/2019,1568,1577,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960558
348058,111200330,1102006,12/1/2018,1/1/2019,1263,1284,21,0,0,0,2,,0,1/3/19 9:25,WIN,1960559
348059,111200340,90613169,12/1/2018,1/1/2019,2555,2568,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960560
348060,111200350,39533,12/1/2018,1/1/2019,1016,1017,1,0,0,0,2,,0,1/3/19 9:25,WIN,1960561
348061,111200370,4240194,12/1/2018,1/1/2019,1387,1401,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960562
348062,111200380,2072874300,12/1/2018,1/1/2019,1911,1923,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960563
348063,111200381,07NB023600,12/1/2018,1/1/2019,417,435,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960564
348064,111200410,40216724,12/1/2018,1/1/2019,2505,2523,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960565
348065,111200420,90270838,12/1/2018,1/1/2019,721,725,4,0,0,0,2,,0,1/3/19 9:25,WIN,1960566
348067,111200460,90271268,12/1/2018,1/1/2019,1562,1571,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960568
348068,111200470,90270879,12/1/2018,1/1/2019,1672,1683,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960569
348069,111200480,90271115,12/1/2018,1/1/2019,1257,1271,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960570
348070,111200490,90270875,12/1/2018,1/1/2019,1150,1160,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960571
348071,111200500,90271232,12/1/2018,1/1/2019,1801,1827,26,0,0,0,2,,0,1/3/19 9:25,WIN,1960572
348072,111200510,90412,12/1/2018,1/1/2019,2886,2889,3,0,0,0,2,,0,1/3/19 9:25,WIN,1960573
348073,111200540,40217541,12/1/2018,1/1/2019,2075,2088,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960574
348074,111200550,90271100,12/1/2018,1/1/2019,1095,1103,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960575
348075,111200560,1001956,12/1/2018,1/1/2019,2662,2686,24,0,0,0,2,,0,1/3/19 9:25,WIN,1960576
348076,111200570,20041108057,12/1/2018,1/1/2019,1616,1627,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960577
348077,111200580,101023549,12/1/2018,1/1/2019,2731,2732,1,0,0,0,2,,0,1/3/19 9:25,WIN,1960578
348078,111200590,80601272,12/1/2018,1/1/2019,1876,1888,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960579
348079,111200600,90270857,12/1/2018,1/1/2019,1851,1888,37,0,0,0,2,,0,1/3/19 9:25,WIN,1960580
348080,111200610,1002600,12/1/2018,1/1/2019,1703,1728,25,0,0,0,2,,0,1/3/19 9:25,WIN,1960581
348081,111200620,17NB026986,12/1/2018,1/1/2019,1826,1979,153,0,0,0,2,,0,1/3/19 9:25,WIN,1960582
348082,111200630,87077298,12/1/2018,1/1/2019,3177,3322,145,0,0,0,2,,0,1/3/19 9:25,WIN,1960583
348083,111200640,17NB044800,12/1/2018,1/1/2019,189,211,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960584
348084,111200650,2303,12/1/2018,1/1/2019,1459,1482,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960585
348085,111200660,20728637,12/1/2018,1/1/2019,3199,3216,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960586
348086,111200681,4220214,12/1/2018,1/1/2019,1677,1701,24,0,0,0,2,,0,1/3/19 9:25,WIN,1960587
348087,111200700,4220129,12/1/2018,1/1/2019,1454,1472,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960588
348088,111200710,160870330,12/1/2018,1/1/2019,323,329,6,0,0,0,2,,0,1/3/19 9:25,WIN,1960589
348089,111200730,17NB044803,12/1/2018,1/1/2019,196,210,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960590
348090,111200740,990612356,12/1/2018,1/1/2019,2894,2900,6,0,0,0,2,,0,1/3/19 9:25,WIN,1960591
348091,111200760,4220218,12/1/2018,1/1/2019,868,876,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960592
348092,111200770,17NB023592,12/1/2018,1/1/2019,303,317,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960593
348093,111200780,4220124,12/1/2018,1/1/2019,1390,1406,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960594
348094,111200790,17NB023594,12/1/2018,1/1/2019,299,322,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960595
348095,111200800,728854,12/1/2018,1/1/2019,1732,1742,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960596
348096,111200801,904201,12/1/2018,1/1/2019,3163,3176,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960597
348097,111200810,17NB044805,12/1/2018,1/1/2019,252,275,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960598
348098,111200820,1529,12/1/2018,1/1/2019,1100,1108,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960599
348099,111200830,20041107075,12/1/2018,1/1/2019,1970,1982,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960600
348100,111200840,20728062,12/1/2018,1/1/2019,2974,2990,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960601
348101,111200842,9671530,12/1/2018,1/1/2019,1156,1165,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960602
348102,111200850,4220172,12/1/2018,1/1/2019,1832,1848,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960603
348103,111200860,4110007223,12/1/2018,1/1/2019,2568,2584,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960604
348104,111200870,17NB023593,12/1/2018,1/1/2019,247,268,21,0,0,0,2,,0,1/3/19 9:25,WIN,1960605
348105,111200881,140109697,12/1/2018,1/1/2019,547,558,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960606
348106,111200882,80601255,12/1/2018,1/1/2019,732,739,7,0,0,0,2,,0,1/3/19 9:25,WIN,1960607
348107,111200890,990614401,12/1/2018,1/1/2019,2161,2176,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960608
348108,111200900,990614499,12/1/2018,1/1/2019,3015,3037,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960609
348109,111200910,1331,12/1/2018,1/1/2019,905,925,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960610
348110,111200920,17NB04326,12/1/2018,1/1/2019,265,287,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960611
348111,111200930,411203959,12/1/2018,1/1/2019,2311,2331,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960612
348112,111200931,40703005,12/1/2018,1/1/2019,1403,1415,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960613
348113,111200940,41007225,12/1/2018,1/1/2019,1945,1959,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960614
348114,111200950,11270405,12/1/2018,1/1/2019,1108,1114,6,0,0,0,2,,0,1/3/19 9:25,WIN,1960615
348115,111200960,981102634,12/1/2018,1/1/2019,3634,3648,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960616
348116,111200961,10202005,12/1/2018,1/1/2019,2548,2553,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960617
348117,111200970,9771329,12/1/2018,1/1/2019,2754,2774,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960618
348118,111200980,4220072,12/1/2018,1/1/2019,1331,1340,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960619
348119,111200990,80603578,12/1/2018,1/1/2019,2581,2593,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960620
348120,111201020,1002819,12/1/2018,1/1/2019,1123,1140,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960621
348121,111201030,9511646,12/1/2018,1/1/2019,2992,3002,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960622
348122,111201040,703300303,12/1/2018,1/1/2019,2057,2070,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960623
348123,111201060,410007222,12/1/2018,1/1/2019,1607,1616,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960624
348124,111201070,21007945,12/1/2018,1/1/2019,2189,2204,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960625
348125,111201080,17NB023591,12/1/2018,1/1/2019,473,512,39,0,0,0,2,,0,1/3/19 9:25,WIN,1960626
348126,111201090,410007221,12/1/2018,1/1/2019,2482,2511,29,0,0,0,2,,0,1/3/19 9:25,WIN,1960627
348127,111201100,49328,12/1/2018,1/1/2019,1503,1516,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960628
348128,111201110,81703149,12/1/2018,1/1/2019,1779,1799,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960629
348129,111201120,60505105,12/1/2018,1/1/2019,1873,1885,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960630
348130,111201140,50801198,12/1/2018,1/1/2019,1512,1548,36,0,0,0,2,,0,1/3/19 9:25,WIN,1960631
348131,111201741,6065724,12/1/2018,1/1/2019,3272,3310,38,0,0,0,2,,0,1/3/19 9:25,WIN,1960632
348132,111201760,17NB044551,12/1/2018,1/1/2019,260,276,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960633
348133,111201780,1002459,12/1/2018,1/1/2019,813,821,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960634
348134,111201790,990614346,12/1/2018,1/1/2019,2698,2713,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960635
348135,111201820,990612512,12/1/2018,1/1/2019,2377,2387,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960636
348136,111201840,2708,12/1/2018,1/1/2019,1068,1087,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960637
348137,111201860,1401006759,12/1/2018,1/1/2019,584,599,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960638
348138,111201890,40700721,12/1/2018,1/1/2019,1630,1633,3,0,0,0,2,,0,1/3/19 9:25,WIN,1960639
348139,111201920,1202399,12/1/2018,1/1/2019,912,939,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960640
348140,111201940,4220100,12/1/2018,1/1/2019,1329,1330,1,0,0,0,2,,0,1/3/19 9:25,WIN,1960641
348141,111202060,90272728,12/1/2018,1/1/2019,1730,1750,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960642
348142,111202100,90272737,12/1/2018,1/1/2019,87,96,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960643
348143,111202110,17NB026985,12/1/2018,1/1/2019,485,526,41,0,0,0,2,,0,1/3/19 9:25,WIN,1960644
348144,111202140,90272913,12/1/2018,1/1/2019,785,793,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960645
348145,111202180,60103043,12/1/2018,1/1/2019,872,883,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960646
348147,111202210,1000861,12/1/2018,1/1/2019,775,786,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960648
348148,111202220,17NB045085,12/1/2018,1/1/2019,763,790,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960649
348149,111202270,17NB026984,12/1/2018,1/1/2019,295,320,25,0,0,0,2,,0,1/3/19 9:25,WIN,1960650
348150,111202300,9603785,12/1/2018,1/1/2019,2131,2137,6,0,0,0,2,,0,1/3/19 9:25,WIN,1960651
348151,111202310,90272718,12/1/2018,1/1/2019,1575,1598,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960652
348152,111202340,91511031,12/1/2018,1/1/2019,2904,2926,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960653
348153,111202360,90272919,12/1/2018,1/1/2019,585,590,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960654
348154,111202370,19302092,12/1/2018,1/1/2019,2058,2068,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960655
348155,111202400,20728835,12/1/2018,1/1/2019,2209,2218,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960656
348156,111202440,112504103,12/1/2018,1/1/2019,1747,1754,7,0,0,0,2,,0,1/3/19 9:25,WIN,1960657
348157,111202470,990825749,12/1/2018,1/1/2019,2309,2316,7,0,0,0,2,,0,1/3/19 9:25,WIN,1960658
348158,111202540,90272707,12/1/2018,1/1/2019,2741,2746,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960659
348159,111202550,90272678,12/1/2018,1/1/2019,501,515,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960660
348160,111202560,21211500,12/1/2018,1/1/2019,2534,2545,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960661
348161,111202580,17NB036354,12/1/2018,1/1/2019,442,482,40,0,0,0,2,,0,1/3/19 9:25,WIN,1960662
348162,111202600,727,12/1/2018,1/1/2019,747,758,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960663
348163,111202620,679,12/1/2018,1/1/2019,737,748,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960664
348164,111202650,965503,12/1/2018,1/1/2019,2400,2404,4,0,0,0,2,,0,1/3/19 9:25,WIN,1960665
348165,111202670,17NB44553,12/1/2018,1/1/2019,366,393,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960666
348166,111202840,90272701,12/1/2018,1/1/2019,2314,2352,38,0,0,0,2,,0,1/3/19 9:25,WIN,1960667
348167,111202860,1600540670,12/1/2018,1/1/2019,404,419,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960668
348168,111202880,140812202,12/1/2018,1/1/2019,702,721,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960669
348169,111202894,2440,12/1/2018,1/1/2019,827,842,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960670
348170,111202900,4240425,12/1/2018,1/1/2019,2938,2972,34,0,0,0,2,,0,1/3/19 9:25,WIN,1960671
348171,111202920,4240417,12/1/2018,1/1/2019,1297,1332,35,0,0,0,2,,0,1/3/19 9:25,WIN,1960672
348172,111202940,17NB044552,12/1/2018,1/1/2019,215,232,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960673
348173,111202980,17NB026981,12/1/2018,1/1/2019,382,404,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960674
348174,111203000,100311140,12/1/2018,1/1/2019,930,942,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960675
348175,111203020,4240479,12/1/2018,1/1/2019,2021,2024,3,0,0,0,2,,0,1/3/19 9:25,WIN,1960676
348176,111203040,11440,12/1/2018,1/1/2019,1608,1616,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960677
348177,111203060,402020,12/1/2018,1/1/2019,2189,2216,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960678
348178,111203120,1318,12/1/2018,1/1/2019,1247,1267,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960679
348179,111203140,17NB026988,12/1/2018,1/1/2019,281,298,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960680
348180,111203150,80801874,12/1/2018,1/1/2019,3021,3028,7,0,0,0,2,,0,1/3/19 9:25,WIN,1960681
348181,111203160,150913724,12/1/2018,1/1/2019,317,357,40,0,0,0,2,,0,1/3/19 9:25,WIN,1960682
348182,111203170,990826197,12/1/2018,1/1/2019,2226,2239,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960683
348183,111203180,60103233,12/1/2018,1/1/2019,1011,1027,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960684
348184,111203190,107259,12/1/2018,1/1/2019,956,961,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960685
348185,111203200,150903292,12/1/2018,1/1/2019,341,356,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960686
348186,111203210,6070784,12/1/2018,1/1/2019,1381,1394,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960687
348187,111203240,17NB026989,12/1/2018,1/1/2019,535,571,36,0,0,0,2,,0,1/3/19 9:25,WIN,1960688
348188,111203250,1045298,12/1/2018,1/1/2019,31,34,3,0,0,0,2,,0,1/3/19 9:25,WIN,1960689
348189,111203280,4252038,12/1/2018,1/1/2019,1329,1339,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960690
348190,111203310,101021623,12/1/2018,1/1/2019,317,319,2,0,0,0,2,,0,1/3/19 9:25,WIN,1960691
348191,111203311,101023962,12/1/2018,1/1/2019,1191,1205,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960692
348192,111203312,101020860,12/1/2018,1/1/2019,920,931,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960693
348193,111203316,194,12/1/2018,1/1/2019,1170,1175,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960694
348194,111203900,17NB026690,12/1/2018,1/1/2019,195,215,20,0,0,0,2,,0,1/3/19 9:25,WIN,1960695
348195,111203940,17NB026987,12/1/2018,1/1/2019,222,241,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960696
348196,111203960,87057830,12/1/2018,1/1/2019,2049,2065,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960697
348197,111203961,1103096,12/1/2018,1/1/2019,1085,1093,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960698
348198,111204180,4240472,12/1/2018,1/1/2019,959,963,4,0,0,0,2,,0,1/3/19 9:25,WIN,1960699
348199,111204200,410007587,12/1/2018,1/1/2019,2986,3002,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960700
348200,111204280,17NB028125,12/1/2018,1/1/2019,347,369,22,0,0,0,2,,0,1/3/19 9:25,WIN,1960701
348201,111204290,4240481,12/1/2018,1/1/2019,2129,2145,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960702
348202,111204340,90272170,12/1/2018,1/1/2019,2356,2361,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960703
348203,111204420,4240488,12/1/2018,1/1/2019,1733,1757,24,0,0,0,2,,0,1/3/19 9:25,WIN,1960704
348204,111204510,18NB046292,12/1/2018,1/1/2019,280,320,40,0,0,0,2,,0,1/3/19 9:25,WIN,1960705
348205,111204560,14739,12/1/2018,1/1/2019,769,781,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960706
348206,111204570,2309,12/1/2018,1/1/2019,713,730,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960707
348207,111204620,44088,12/1/2018,1/1/2019,223,248,25,0,0,0,2,,0,1/3/19 9:25,WIN,1960708
348208,111204624,568,12/1/2018,1/1/2019,1150,1177,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960709
348209,111204700,1320,12/1/2018,1/1/2019,959,983,24,0,0,0,2,,0,1/3/19 9:25,WIN,1960710
348210,111204710,11-01139,12/1/2018,1/1/2019,823,837,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960711
348211,111204720,990612785,12/1/2018,1/1/2019,1016,1026,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960712
348212,111204730,401315,12/1/2018,1/1/2019,316,324,8,0,0,0,2,,0,1/3/19 9:25,WIN,1960713
348213,111204750,400666,12/1/2018,1/1/2019,367,376,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960714
348214,111204751,227,12/1/2018,1/1/2019,745,759,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960715
348215,111204760,1475,12/1/2018,1/1/2019,706,723,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960716
348216,111204940,458,12/1/2018,1/1/2019,1927,1942,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960717
348217,111204950,2290,12/1/2018,1/1/2019,755,768,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960718
348218,111205140,814,12/1/2018,1/1/2019,2039,2062,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960719
348219,111205220,21004124,12/1/2018,1/1/2019,2336,2353,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960720
348220,111205230,904129,12/1/2018,1/1/2019,3486,3502,16,0,0,0,2,,0,1/3/19 9:25,WIN,1960721
348221,111205240,410007583,12/1/2018,1/1/2019,2903,2921,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960722
348222,111205300,1122035901,12/1/2018,1/1/2019,1896,1907,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960723
348223,111205310,1122035900,12/1/2018,1/1/2019,2459,2478,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960724
348224,111205340,1515,12/1/2018,1/1/2019,1272,1291,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960725
348225,111205341,40403077,12/1/2018,1/1/2019,2653,2676,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960726
348226,111205351,150913209,12/1/2018,1/1/2019,527,544,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960727
348227,111205360,17NB036356,12/1/2018,1/1/2019,391,403,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960728
348228,111205370,112404365,12/1/2018,1/1/2019,1709,1723,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960729
348229,111205410,17NB028121,12/1/2018,1/1/2019,329,356,27,0,0,0,2,,0,1/3/19 9:25,WIN,1960730
348230,111205430,17NB028126,12/1/2018,1/1/2019,1333,1494,161,0,0,0,2,,0,1/3/19 9:25,WIN,1960731
348231,111205450,6084286,12/1/2018,1/1/2019,2387,2404,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960732
348232,111205800,160761238,12/1/2018,1/1/2019,265,270,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960733
348233,111205820,17NB028130,12/1/2018,1/1/2019,468,492,24,0,0,0,2,,0,1/3/19 9:25,WIN,1960734
348234,111205822,112404881,12/1/2018,1/1/2019,1234,1245,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960735
348235,111205880,17NB028128,12/1/2018,1/1/2019,246,256,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960736
348236,111205900,1167,12/1/2018,1/1/2019,717,730,13,0,0,0,2,,0,1/3/19 9:25,WIN,1960737
348237,111205910,17NB036352,12/1/2018,1/1/2019,91,100,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960738
348238,111205920,20932018,12/1/2018,1/1/2019,915,926,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960739
348239,111205940,209,12/1/2018,1/1/2019,3070,3088,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960740
348240,111206140,316,12/1/2018,1/1/2019,702,712,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960741
348241,111206150,410007581,12/1/2018,1/1/2019,1805,1820,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960742
348242,111206180,990614081,12/1/2018,1/1/2019,2608,2653,45,0,0,0,2,,0,1/3/19 9:25,WIN,1960743
348243,111206220,201,12/1/2018,1/1/2019,1280,1299,19,0,0,0,2,,0,1/3/19 9:25,WIN,1960744
348244,111206240,935,12/1/2018,1/1/2019,1170,1182,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960745
348245,111206270,2414,12/1/2018,1/1/2019,1202,1217,15,0,0,0,2,,0,1/3/19 9:25,WIN,1960746
348246,111206500,718,12/1/2018,1/1/2019,239,244,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960747
348247,111206570,52608681,12/1/2018,1/1/2019,1234,1238,4,0,0,0,2,,0,1/3/19 9:25,WIN,1960748
348248,111206590,215,12/1/2018,1/1/2019,976,985,9,0,0,0,2,,0,1/3/19 9:25,WIN,1960749
348249,111206640,717,12/1/2018,1/1/2019,686,696,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960750
348250,111206700,9662607,12/1/2018,1/1/2019,2797,2811,14,0,0,0,2,,0,1/3/19 9:25,WIN,1960751
348251,111206740,1424,12/1/2018,1/1/2019,1446,1464,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960752
348252,111206760,1262,12/1/2018,1/1/2019,1506,1524,18,0,0,0,2,,0,1/3/19 9:25,WIN,1960753
348253,111206800,81503074,12/1/2018,1/1/2019,3062,3072,10,0,0,0,2,,0,1/3/19 9:25,WIN,1960754
348254,111206820,17NB036351,12/1/2018,1/1/2019,356,379,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960755
348255,111206860,6231195,12/1/2018,1/1/2019,1207,1218,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960756
348256,111206870,21209186,12/1/2018,1/1/2019,2580,2601,21,0,0,0,2,,0,1/3/19 9:25,WIN,1960757
348257,111206890,100418501,12/1/2018,1/1/2019,1948,1959,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960758
348258,111206900,8603105,12/1/2018,1/1/2019,1752,1763,11,0,0,0,2,,0,1/3/19 9:25,WIN,1960759
348259,111206910,240,12/1/2018,1/1/2019,741,746,5,0,0,0,2,,0,1/3/19 9:25,WIN,1960760
348260,111206990,160652001,12/1/2018,1/1/2019,151,154,3,0,0,0,2,,0,1/3/19 9:25,WIN,1960761
348261,111207060,17NB029345,12/1/2018,1/1/2019,343,366,23,0,0,0,2,,0,1/3/19 9:25,WIN,1960762
348262,111207070,96771,12/1/2018,1/1/2019,2020,2032,12,0,0,0,2,,0,1/3/19 9:25,WIN,1960763
348263,111207130,339,12/1/2018,1/1/2019,1060,1077,17,0,0,0,2,,0,1/3/19 9:25,WIN,1960764
