MR_Sys_No,Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption,Rdg_Adj,ChngdMtr_Adj,ChngdMtr_Cons,MR_Status,Remarks,Emp_ID,Time_stamp,User_ID,midentity
360222,511201630,60103944,3/5/2019,4/5/2019,8,17,9,0,0,0,2,,0,4/8/19 17:16,WIN,1972723
360054,511201640,ED-18-15-10179,3/4/2019,4/4/2019,10,25,15,0,0,0,2,,0,4/8/19 8:20,WIN,1972555
360223,511201650,ED-18-15-10313,3/5/2019,4/5/2019,6,16,10,0,0,0,2,,0,4/8/19 17:16,WIN,1972724
360055,511201660,ED-18-15-10053,3/4/2019,4/4/2019,7,18,11,0,0,0,2,,0,4/8/19 8:20,WIN,1972556
360056,511201670,17nb043480,3/4/2019,4/4/2019,232,257,25,0,0,0,2,,0,4/8/19 8:20,WIN,1972557
360224,511201680,ED-18-15-09712,3/5/2019,4/5/2019,9,25,16,0,0,0,2,,0,4/8/19 17:16,WIN,1972725
360225,511201690,23266,3/5/2019,4/5/2019,10,27,17,0,0,0,2,,0,4/8/19 17:16,WIN,1972726
360226,511201700,40605070,3/5/2019,4/5/2019,4,21,17,0,0,0,2,,0,4/8/19 17:16,WIN,1972727
360227,511201750,ED-18-15-09814,3/5/2019,4/5/2019,8,19,11,0,0,0,2,,0,4/8/19 17:16,WIN,1972728
360228,511201770,ED-18-15-09879,3/5/2019,4/5/2019,7,17,10,0,0,0,2,,0,4/8/19 17:16,WIN,1972729
