10257749,111202620,11/1/2018,11/16/2018,2,341429,36.05,1,3,396.55,0
10257749,111202620,11/1/2018,11/16/2018,2,341429,36.05,1,7,360.5,360.5
10257749,111202620,11/1/2018,11/16/2018,2,341429,36.05,1,10,36.05,36.05
10257750,111202670,11/1/2018,11/16/2018,2,341431,92.8,0,7,928,928
10257751,111203312,11/1/2018,11/16/2018,2,341458,30.7,0,7,307,307
10257752,114204150,11/1/2018,11/16/2018,2,341603,20,1,7,200,200
10257752,114204150,11/1/2018,11/16/2018,2,341603,20,1,10,20,20
10257753,112202700,11/1/2018,11/16/2018,2,341577,177.2,0,7,1771.8,1771.8
10257754,112202710,11/1/2018,11/16/2018,2,341578,41.4,0,3,568.75,568.75
10257754,112202710,11/1/2018,11/16/2018,2,341578,41.4,0,7,414,414
10257755,112202720,11/1/2018,11/16/2018,2,341579,80.5,0,3,568.75,568.75
10257755,112202720,11/1/2018,11/16/2018,2,341579,80.5,0,7,805,805
10257756,111203280,11/1/2018,11/16/2018,2,341455,20,1,3,1519.6,0
10257756,111203280,11/1/2018,11/16/2018,2,341455,20,1,7,200,0
10257756,111203280,11/1/2018,11/16/2018,2,341455,20,1,10,20,0
10257757,111202650,11/1/2018,11/16/2018,2,341430,20,0,7,200,200
10257758,111202840,11/1/2018,11/16/2018,2,341432,105.1,1,7,1051,0
10257758,111202840,11/1/2018,11/16/2018,2,341432,105.1,1,10,105.1,0
10257759,111202860,11/1/2018,11/16/2018,2,341433,25.35,1,7,253.5,253.5
10257759,111202860,11/1/2018,11/16/2018,2,341433,25.35,1,10,25.35,25.35
10257760,111202880,11/1/2018,11/16/2018,2,341434,46.75,1,3,1177.05,1000
10257760,111202880,11/1/2018,11/16/2018,2,341434,46.75,1,7,467.5,467.5
10257760,111202880,11/1/2018,11/16/2018,2,341434,46.75,1,10,46.75,46.75
10257761,111202894,11/1/2018,11/16/2018,2,341435,30.7,1,7,307,307
10257761,111202894,11/1/2018,11/16/2018,2,341435,30.7,1,10,30.7,30.7
10257762,111202900,11/1/2018,11/16/2018,2,341436,28.05,0,7,280.25,280.25
10257763,111202920,11/1/2018,11/16/2018,2,341437,24.1,1,7,253.5,240.83
