Bill_No,B_Code,Receivable,Collected,Adjustment,sequence
10263398,3,1593.95,0,0,2589527
10263398,7,200,0,0,2589526
10263398,10,20,0,0,2591962
10263399,7,226.75,226.75,0,2589528
10263399,10,22.7,22.7,0,2591963
10263400,3,484.85,0,0,2589530
10263400,7,333.75,333.75,0,2589529
10263400,10,33.4,33.4,0,2591964
10263401,7,568.75,568.75,0,2589531
10263402,7,226.75,226.75,0,2589532
10263403,7,703.75,703.75,0,2589533
10263403,10,70.4,70.4,0,2591965
10263404,3,220,0,0,2589535
10263404,7,200,200,0,2589534
10263404,10,20,20,0,2591966
10263405,7,1092,1092,0,2589536
10263405,10,109.2,109.2,0,2591967
10263406,7,300,300,0,2589537
10263407,7,200,200,0,2589538
10263408,7,200,200,0,2589539
10263409,7,200,200,0,2589540
10263409,10,20,20,0,2591968
10263410,3,426,426,0,2589542
10263410,7,200,200,0,2589541
10263410,10,20,20,0,2591969
10263411,7,200,200,0,2589543
10263412,3,1197.7,0,0,2589545
10263412,7,387.25,0,0,2589544
10263412,10,38.75,0,0,2591970
10263413,7,200,200,0,2589546
10263414,7,200,200,0,2589547
10263415,7,414,414,0,2589548
10263415,10,41.4,41.4,0,2591971
10263416,3,220,220,0,2589550
10263416,7,200,200,0,2589549
10263416,10,20,20,0,2591972
10263417,7,226.75,226.75,0,2589551
10263418,7,333.75,0,0,2589552
10263418,10,33.4,0,0,2591973
10263419,7,200,200,0,2589553
10263420,7,200,200,0,2589554
10263421,7,200,200,0,2589555
10263422,7,387.25,387.25,0,2589556
10263422,10,38.75,38.75,0,2591974
10263423,7,307,307,0,2589557
10263423,10,30.7,30.7,0,2591975
10263424,7,200,200,0,2589558
10263424,10,20,20,0,2591976
10263425,7,200,200,0,2589559
10263425,10,20,20,0,2591977
10263426,3,551.4,0,0,2589561
10263426,7,360.5,360.5,0,2589560
10263426,10,36.05,36.05,0,2591978
10263427,7,280.25,280.25,0,2589562
10263427,10,28.05,28.05,0,2591979
10263428,7,200,200,0,2589563
10263429,7,200,200,0,2589564
10263430,7,414,414,0,2589565
10263431,7,226.75,215.42,-11.33,2589566
10263431,10,21.55,21.55,0,2591980
10263432,3,469.45,0,0,2589568
10263432,7,200,200,0,2589567
10263432,10,20,20,0,2591981
10263433,3,440,440,0,2589570
10263433,7,200,200,0,2589569
10263433,10,20,20,0,2591982
10263434,7,387.25,387.25,0,2589571
10263434,10,38.75,38.75,0,2591983
10263435,7,200,200,0,2589572
10263435,10,20,20,0,2591984
10263436,3,930.6,0,0,2589574
10263436,7,414,414,0,2589573
10263436,10,41.4,41.4,0,2591985
10263437,3,220,0,0,2589576
10263437,7,200,200,0,2589575
10263437,10,20,20,0,2591986
10263438,7,200,200,0,2589577
10263439,7,226.75,226.75,0,2589578
10263440,7,200,200,0,2589579
10263440,10,20,20,0,2591987
10263441,7,307,307,0,2589580
10263441,10,30.7,30.7,0,2591988
10263442,7,200,200,0,2589581
10263442,10,20,20,0,2591989
10263443,7,200,200,0,2589582
10263443,10,20,20,0,2591990
10263444,7,440.75,440.75,0,2589583
10263444,10,44.1,44.1,0,2591991
10263445,7,307,307,0,2589584
10263445,10,30.7,30.7,0,2591992
10263446,7,6698.8,6698.8,0,2589585
10263446,10,669.9,669.9,0,2591993
10263447,3,484.85,0,0,2589587
10263447,7,414,414,0,2589586
10263447,10,41.4,41.4,0,2591994
10263448,7,200,200,0,2589588
10263449,7,414,414,0,2589589
10263450,7,200,200,0,2589590
10263451,7,226.75,226.75,0,2589591
10263452,7,200,200,0,2589592
10263453,7,200,200,0,2589593
10263454,7,200,200,0,2589594
10263455,7,200,200,0,2589595
10263456,7,200,200,0,2589596
10263457,7,737.5,737.5,0,2589597
10263457,10,73.75,73.75,0,2591995
10263458,7,280.25,280.25,0,2589598
10263459,7,333.75,333.75,0,2589599
10263459,10,33.4,33.4,0,2591996
10263460,3,1251.3,1251.3,0,2589601
10263460,7,602.5,602.5,0,2589600
10263460,10,60.25,60.25,0,2591997
10263461,7,200,200,0,2589602
10263461,10,20,20,0,2591998
10263462,7,226.75,226.75,0,2589603
10263462,10,22.7,22.7,0,2591999
10263463,7,200,200,0,2589604
10263463,10,20,20,0,2592000
10263464,3,699.9,699.9,0,2589606
10263464,7,636.25,636.25,0,2589605
10263464,10,63.65,63.65,0,2592001
10263465,3,220,220,0,2589608
10263465,7,360.5,360.5,0,2589607
10263466,7,200,200,0,2589609
10263466,10,20,20,0,2592002
10263467,3,793.1,793.1,0,2589611
10263467,7,440.75,440.75,0,2589610
10263467,10,44.1,44.1,0,2592003
10263468,3,220,220,0,2589613
10263468,7,226.75,226.75,0,2589612
10263469,3,744.1,744.1,0,2589615
10263469,7,360.5,360.5,0,2589614
10263469,10,36.05,36.05,0,2592004
10263470,3,440,0,0,2589617
10263470,7,200,0,0,2589616
10263470,10,20,0,0,2592005
10263471,7,200,190,-10,2589618
10263471,10,19,19,0,2592006
10263472,7,333.75,333.75,0,2589619
10263472,10,33.4,33.4,0,2592007
10263473,7,387.25,387.25,0,2589620
10263473,10,38.75,38.75,0,2592008
10263474,7,200,200,0,2589621
10263474,10,20,20,0,2592009
10263475,7,360.5,360.5,0,2589622
10263476,3,625.65,625.65,0,2589624
10263476,7,670,670,0,2589623
10263477,7,200,200,0,2589625
10263477,10,20,20,0,2592010
10263478,3,220,220,0,2589627
10263478,7,200,200,0,2589626
10263478,10,20,20,0,2592011
10263479,7,226.75,226.75,0,2589628
10263479,10,22.7,22.7,0,2592012
10263480,3,308.3,308.3,0,2589630
10263480,7,307,307,0,2589629
10263480,10,30.7,30.7,0,2592013
10263481,7,387.25,387.25,0,2589631
10263481,10,38.75,38.75,0,2592014
10263482,7,501.25,501.25,0,2589632
10263482,10,50.15,50.15,0,2592015
10263483,7,333.75,333.75,0,2589633
10263484,7,670,670,0,2589634
10263484,10,67,67,0,2592016
10263485,7,200,200,0,2589635
10263486,7,387.25,387.25,0,2589636
10263487,7,440.75,440.75,0,2589637
10263487,10,44.1,44.1,0,2592017
10263488,7,333.75,333.75,0,2589638
10263488,10,33.4,33.4,0,2592018
10263489,7,200,200,0,2589639
10263490,7,280.25,280.25,0,2589640
10263491,7,467.5,467.5,0,2589641
10263492,7,200,200,0,2589642
10263493,7,535,535,0,2589643
10263494,7,737.5,737.5,0,2589644
10263495,3,220,220,0,2589646
10263495,7,467.5,467.5,0,2589645
10263495,10,46.75,46.75,0,2592019
10263496,7,333.75,333.75,0,2589647
10263497,7,568.75,568.75,0,2589648
10263498,7,200,200,0,2589649
10263499,7,253.5,253.5,0,2589650
10263500,7,280.25,280.25,0,2589651
10263501,7,360.5,360.5,0,2589652
10263502,7,568.75,568.75,0,2589653
10263503,7,360.5,360.5,0,2589654
10263504,7,226.75,226.75,0,2589655
10263505,7,200,200,0,2589656
10263506,7,253.5,253.5,0,2589657
10263507,7,200,200,0,2589658
10263508,7,535,535,0,2589659
10263509,7,200,200,0,2589660
10263509,10,20,20,0,2592020
10263510,7,360.5,360.5,0,2589661
10263510,10,36.05,36.05,0,2592021
10263511,7,200,200,0,2589662
10263512,7,200,200,0,2589663
10263512,10,20,20,0,2592022
10263513,7,280.25,280.25,0,2589664
10263513,10,28.05,28.05,0,2592023
10263514,7,280.25,280.25,0,2589665
10263515,7,307,291.65,-15.35,2589666
10263516,7,467.5,444.13,-23.37,2589667
10263517,7,467.5,467.5,0,2589668
10263518,7,440.75,440.75,0,2589669
10263518,10,44.1,44.1,0,2592024
10263519,3,45473.65,0,0,2589671
10263519,7,333.75,0,0,2589670
10263520,7,226.75,226.75,0,2589672
10263520,10,22.7,22.7,0,2592025
10263521,7,226.75,226.75,0,2589673
10263522,7,200,200,0,2589674
10263522,10,20,20,0,2592026
10263523,3,200,200,0,2589676
10263523,7,200,200,0,2589675
10263524,3,396.55,396.55,0,2589678
10263524,7,280.25,280.25,0,2589677
10263524,10,28.05,28.05,0,2592027
10263525,7,414,414,0,2589679
10263526,7,253.5,253.5,0,2589680
10263527,3,220,220,0,2589682
10263527,7,200,200,0,2589681
10263528,3,278.85,278.85,0,2589684
10263528,7,200,200,0,2589683
10263528,10,20,20,0,2592028
10263529,3,220,220,0,2589686
10263529,7,200,200,0,2589685
10263529,10,20,20,0,2592029
10263530,7,200,200,0,2589687
10263531,7,200,200,0,2589688
10263532,7,333.75,333.75,0,2589689
10263533,7,387.25,387.25,0,2589690
10263533,10,38.75,38.75,0,2592030
10263534,7,200,200,0,2589691
10263534,10,20,20,0,2592031
10263535,7,928,928,0,2589692
10263535,10,92.8,92.8,0,2592032
10263536,7,200,200,0,2589693
10263537,7,467.5,467.5,0,2589694
10263538,3,200,0,0,2589696
10263538,7,200,200,0,2589695
10263539,7,300,300,0,2589697
10263540,3,249.45,249.45,0,2589699
10263540,7,200,200,0,2589698
10263541,7,200,200,0,2589700
10263542,7,200,200,0,2589701
10263542,10,20,20,0,2592033
10263543,7,200,200,0,2589702
10263544,7,200,200,0,2589703
10263545,3,220,220,0,2589705
10263545,7,200,200,0,2589704
10263545,10,20,20,0,2592034
10263546,3,220,0,0,2589707
10263546,7,200,200,0,2589706
10263546,10,20,20,0,2592035
10263547,7,200,200,0,2589708
10263547,10,20,20,0,2592036
10263548,7,200,200,0,2589709
10263549,7,440.75,440.75,0,2589710
10263549,10,44.1,44.1,0,2592037
10263550,7,333.75,333.75,0,2589711
10263550,10,33.4,33.4,0,2592038
10263551,7,200,200,0,2589712
10263552,3,185.2,0,0,2589714
10263552,7,670,670,0,2589713
10263552,10,67,67,0,2592039
10263553,3,220,0,0,2589716
10263553,7,200,200,0,2589715
10263553,10,20,20,0,2592040
10263554,7,200,200,0,2589717
10263555,3,367.15,0,0,2589719
10263555,7,307,307,0,2589718
10263555,10,30.7,30.7,0,2592041
10263556,7,200,200,0,2589720
10263556,10,20,20,0,2592042
10263557,7,501.25,501.25,0,2589721
10263557,10,50.15,50.15,0,2592043
10263558,7,307,307,0,2589722
10263558,10,30.7,30.7,0,2592044
10263559,7,501.25,501.25,0,2589723
10263560,3,220,0,0,2589725
10263560,7,200,200,0,2589724
10263560,10,20,20,0,2592045
10263561,7,200,190,-10,2589726
10263561,10,19,19,0,2592046
10263562,3,278.85,278.85,0,2589728
10263562,7,307,307,0,2589727
10263562,10,30.7,30.7,0,2592047
10263563,3,220,0,0,2589730
10263563,7,200,200,0,2589729
10263563,10,20,20,0,2592048
10263564,7,200,200,0,2589731
10263564,10,20,20,0,2592049
10263565,7,226.75,226.75,0,2589732
10263565,10,22.7,22.7,0,2592050
10263566,7,200,200,0,2589733
10263566,10,20,20,0,2592051
10263567,3,440,440,0,2589735
10263567,7,200,200,0,2589734
10263567,10,20,20,0,2592052
10263568,3,220,220,0,2589737
10263568,7,200,200,0,2589736
10263568,10,20,20,0,2592053
10263569,7,280.25,280.25,0,2589738
10263570,7,414,414,0,2589739
10263571,3,308.3,308.3,0,2589741
10263571,7,200,200,0,2589740
10263571,10,20,20,0,2592054
10263572,3,308.3,308.3,0,2589743
10263572,7,360.5,360.5,0,2589742
10263572,10,36.05,36.05,0,2592055
10263573,7,200,200,0,2589744
10263574,7,200,200,0,2589745
10263575,7,200,200,0,2589746
10263576,3,200,0,0,2589748
10263576,7,200,200,0,2589747
10263577,7,200,200,0,2589749
10263577,10,20,20,0,2592056
10263578,7,280.25,280.25,0,2589750
10263579,3,426,426,0,2589752
10263579,7,360.5,360.5,0,2589751
10263579,10,36.05,36.05,0,2592057
10263580,7,226.75,226.75,0,2589753
10263581,7,200,200,0,2589754
10263581,10,20,20,0,2592058
10263582,7,200,190,-10,2589755
10263583,3,220,220,0,2589757
10263583,7,200,200,0,2589756
10263584,7,737.5,737.5,0,2589758
10263584,10,73.75,73.75,0,2592059
10263585,7,200,190,-10,2589759
10263586,3,846,0,0,2589761
10263586,7,200,200,0,2589760
10263587,7,200,190,-10,2589762
10263588,7,200,200,0,2589763
10263588,10,20,20,0,2592060
10263589,3,469.45,469.45,0,2589765
10263589,7,200,200,0,2589764
10263589,10,20,20,0,2592061
10263590,3,308.3,308.3,0,2589767
10263590,7,226.75,226.75,0,2589766
10263591,7,360.5,360.5,0,2589768
10263591,10,36.05,36.05,0,2592062
10263592,7,280.25,280.25,0,2589769
10263593,7,226.75,226.75,0,2589770
10263593,10,22.7,22.7,0,2592063
10263594,7,670,670,0,2589771
10263595,7,307,291.65,-15.35,2589772
10263595,10,29.2,29.2,0,2592064
10263596,7,200,200,0,2589773
10263596,10,20,20,0,2592065
10263597,3,396.55,0,0,2589775
10263597,7,333.75,333.75,0,2589774
10263597,10,33.4,33.4,0,2592066
10263598,7,535,535,0,2589776
10263598,10,53.5,53.5,0,2592067
10263599,3,220,220,0,2589778
10263599,7,200,200,0,2589777
10263599,10,20,20,0,2592068
10263600,3,220,220,0,2589780
10263600,7,200,200,0,2589779
10263601,7,200,200,0,2589781
10263601,10,20,20,0,2592069
10263602,7,414,414,0,2589782
10263602,10,41.4,41.4,0,2592070
10263603,7,602.5,602.5,0,2589783
10263603,10,60.25,60.25,0,2592071
10263604,7,280.25,280.25,0,2589784
10263604,10,28.05,28.05,0,2592072
10263605,7,200,200,0,2589785
10263606,7,200,200,0,2589786
10263606,10,20,20,0,2592073
10263607,7,253.5,253.5,0,2589787
10263607,10,25.35,25.35,0,2592074
10263608,7,535,535,0,2589788
10263609,3,220,220,0,2589790
10263609,7,200,200,0,2589789
10263610,7,200,200,0,2589791
10263610,10,20,20,0,2592075
10263611,7,253.5,253.5,0,2589792
10263611,10,25.35,25.35,0,2592076
10263612,7,200,200,0,2589793
10263613,3,278.85,278.85,0,2589795
10263613,7,226.75,226.75,0,2589794
10263614,3,367.15,367.15,0,2589797
10263614,7,333.75,333.75,0,2589796
10263615,3,367.15,367.15,0,2589799
10263615,7,360.5,360.5,0,2589798
10263615,10,36.05,36.05,0,2592077
10263616,7,200,200,0,2589800
10263616,10,20,20,0,2592078
10263617,7,200,200,0,2589801
10263618,7,226.75,226.75,0,2589802
10263619,7,200,200,0,2589803
10263619,10,20,20,0,2592079
10263620,7,226.75,226.75,0,2589804
10263621,7,280.25,280.25,0,2589805
10263621,10,28.05,28.05,0,2592080
10263622,7,440.75,440.75,0,2589806
10263622,10,44.1,44.1,0,2592081
10263623,7,333.75,333.75,0,2589807
10263624,7,805,805,0,2589808
10263625,3,1980.2,0,0,2589810
10263625,7,414,0,-20.7,2589809
10263625,10,39.35,0,0,2592082
10263626,3,286.6,0,0,2589812
10263626,7,568.75,568.75,0,2589811
10263626,10,56.9,56.9,0,2592083
10263627,3,484.85,484.85,0,2589814
10263627,7,360.5,360.5,0,2589813
10263627,10,36.05,36.05,0,2592084
10263628,7,846,846,0,2589815
10263629,7,307,307,0,2589816
10263630,3,278.85,278.85,0,2589818
10263630,7,226.75,226.75,0,2589817
10263631,3,308.3,308.3,0,2589820
10263631,7,226.75,226.75,0,2589819
10263632,7,387.25,387.25,0,2589821
10263632,10,38.75,38.75,0,2592085
10263633,7,200,200,0,2589822
10263634,7,200,200,0,2589823
10263634,10,20,20,0,2592086
10263635,7,200,200,0,2589824
10263636,7,226.75,226.75,0,2589825
10263637,3,220,220,0,2589827
10263637,7,200,200,0,2589826
10263637,10,20,20,0,2592087
10263638,7,200,200,0,2589828
10263638,10,20,20,0,2592088
10263639,7,200,200,0,2589829
10263640,7,360.5,360.5,0,2589830
10263640,10,36.05,36.05,0,2592089
10263641,7,200,200,0,2589831
10263642,7,200,200,0,2589832
10263643,7,501.25,501.25,0,2589833
10263644,7,1307.8,1307.8,0,2589834
10263645,7,200,200,0,2589835
10263646,3,220,220,0,2589837
10263646,7,200,200,0,2589836
10263647,7,200,200,0,2589838
10263648,3,11261.3,0,0,2589840
10263648,7,253.5,0,0,2589839
10263648,10,25.35,0,0,2592090
10263649,3,426,0,0,2589842
10263649,7,414,414,0,2589841
10263649,10,41.4,41.4,0,2592091
10263650,7,280.25,280.25,0,2589843
10263650,10,28.05,28.05,0,2592092
10263651,3,337.7,337.7,0,2589845
10263651,7,333.75,333.75,0,2589844
10263651,10,33.4,33.4,0,2592093
10263652,7,280.25,280.25,0,2589846
10263653,3,20754.75,0,0,2589848
10263653,7,200,0,0,2589847
10263654,7,200,200,0,2589849
10263655,3,396.55,396.55,0,2589851
10263655,7,360.5,360.5,0,2589850
10263656,7,200,200,0,2589852
10263656,10,20,20,0,2592094
10263657,7,280.25,266.24,-14.01,2589853
10263658,3,220,220,0,2589855
10263658,7,200,200,0,2589854
10263658,10,20,20,0,2592095
10263659,3,1147.6,0,0,2589857
10263659,7,414,414,0,2589856
10263659,10,41.4,41.4,0,2592096
10263660,3,220,220,0,2589859
10263660,7,200,200,0,2589858
10263661,7,300,300,0,2589860
10263661,10,30,30,0,2592097
10263662,7,253.5,253.5,0,2589861
10263663,7,200,200,0,2589862
10263663,10,20,20,0,2592098
10263664,7,226.75,226.75,0,2589863
10263665,7,333.75,333.75,0,2589864
10263666,3,484.85,0,0,2589866
10263666,7,280.25,280.25,0,2589865
10263666,10,28.05,28.05,0,2592099
10263667,7,200,200,0,2589867
10263668,7,568.75,568.75,0,2589868
10263669,7,200,200,0,2589869
10263669,10,20,20,0,2592100
10263670,7,226.75,226.75,0,2589870
10263670,10,22.7,22.7,0,2592101
10263671,7,200,200,0,2589871
10263672,7,200,200,0,2589872
10263672,10,20,20,0,2592102
10263673,7,200,200,0,2589873
10263674,3,367.15,367.15,0,2589875
10263674,7,387.25,387.25,0,2589874
10263674,10,38.75,38.75,0,2592103
10263675,7,200,200,0,2589876
10263675,10,20,20,0,2592104
10263676,7,771.25,771.25,0,2589877
10263677,7,253.5,253.5,0,2589878
10263678,7,307,307,0,2589879
10263679,7,805,805,0,2589880
10263680,3,484.85,0,0,2589882
10263680,7,535,535,0,2589881
10263680,10,53.5,53.5,0,2592105
10263681,7,253.5,253.5,0,2589883
10263682,7,467.5,467.5,0,2589884
10263682,10,46.75,46.75,0,2592106
10263683,7,280.25,280.25,0,2589885
10263684,7,4138.2,4138.2,0,2589886
10263685,3,1537.95,0,0,2589888
10263685,7,200,200,0,2589887
10263685,10,20,20,0,2592107
10263686,7,387.25,387.25,0,2589889
10263687,3,498.85,498.85,0,2589891
10263687,7,614,614,0,2589890
10263687,10,61.4,61.4,0,2592108
10263688,7,535,535,0,2589892
10263689,3,18.02,18.02,0,2589894
10263689,7,200,200,0,2589893
10263689,10,2.8,2.8,0,2592109
10263690,7,226.75,226.75,0,2589895
10263691,3,555.5,555.5,0,2589897
10263691,7,535,535,0,2589896
10263692,7,200,200,0,2589898
10263692,10,20,20,0,2592110
10263693,7,226.75,226.75,0,2589899
10263694,7,387.25,387.25,0,2589900
10263695,7,200,200,0,2589901
10263695,10,20,20,0,2592111
10263696,7,200,200,0,2589902
10263697,3,10.45,0,0,2589904
10263697,7,200,179.55,-20.45,2589903
10263697,10,18,18,0,2592112
10263698,7,501.25,476.19,-25.06,2589905
10263699,7,200,190,-10,2589906
10263700,7,200,200,0,2589907
10263701,3,544.37,544.37,0,2589909
10263701,7,226.75,226.75,0,2589908
10263701,10,3.9,3.9,0,2592113
10263702,7,200,200,0,2589910
10263702,10,20,20,0,2592114
10263703,3,209,209,0,2589912
10263703,7,200,190,-10,2589911
10263703,10,19,19,0,2592115
10263704,7,300,300,0,2589913
10263705,3,220,0,0,2589915
10263705,7,200,10,0,2589914
10263705,10,20,20,0,2592116
10263706,7,440.75,440.75,0,2589916
10263706,10,44.1,44.1,0,2592117
10263707,7,200,200,0,2589917
10263707,10,20,20,0,2592118
10263708,7,200,200,0,2589918
10263708,10,20,20,0,2592119
10263709,7,568.75,568.75,0,2589919
10263709,10,56.9,56.9,0,2592120
10263710,3,20,20,0,2589921
10263710,7,200,200,0,2589920
10263710,10,3,3,0,2592121
10263711,3,367.15,367.15,0,2589923
10263711,7,333.75,298.71,-16.68,2589922
10263712,3,360,0,0,2589925
10263712,7,200,200,0,2589924
10263712,10,20,20,0,2592122
10263713,7,200,200,0,2589926
10263713,10,20,20,0,2592123
10263714,7,226.75,226.75,0,2589927
10263714,10,22.7,22.7,0,2592124
10263715,7,200,200,0,2589928
10263716,7,226.75,226.75,0,2589929
10263717,7,200,200,0,2589930
10263718,7,226.75,226.75,0,2589931
10263719,7,307,307,0,2589932
10263720,7,200,200,0,2589933
10263721,3,763.7,763.7,0,2589935
10263721,7,360.5,360.5,0,2589934
10263721,10,36.05,36.05,0,2592125
10263722,3,220,220,0,2589937
10263722,7,200,180,0,2589936
10263722,10,20,20,0,2592126
10263723,7,380.2,380.2,0,2589938
10263724,7,200,200,0,2589939
10263725,7,280.25,280.25,0,2589940
10263726,3,1006.8,1006.8,0,2589942
10263726,7,969,969,0,2589941
10263726,10,96.9,96.9,0,2592127
10263727,7,200,200,0,2589943
10263728,7,226.75,226.75,0,2589944
10263729,7,200,190,-10,2589945
10263730,3,969.65,793.1,0,2589947
10263730,7,307,307,0,2589946
10263730,10,30.7,30.7,0,2592128
10263731,7,200,200,0,2589948
10263732,7,333.75,333.75,0,2589949
10263733,7,501.25,501.25,0,2589950
10263734,7,200,190,-10,2589951
10263735,7,200,200,0,2589952
10263736,7,200,200,0,2589953
10263737,3,175.65,175.65,0,2589955
10263737,7,226.75,226.75,0,2589954
10263737,10,22.7,22.7,0,2592129
10263738,3,440,440,0,2589957
10263738,7,253.5,253.5,0,2589956
10263738,10,25.35,25.35,0,2592130
10263739,7,540.6,540.6,0,2589958
10263740,7,200,200,0,2589959
10263741,3,2204.2,0,0,2589961
10263741,7,3395.8,0,0,2589960
10263741,10,339.6,0,0,2592131
10263742,3,0.6,0,0,2589963
10263742,7,670,670,0,2589962
10263742,10,67,67,0,2592132
10263743,7,300,300,0,2589964
10263744,3,737,737,0,2589966
10263744,7,771.25,771.25,0,2589965
10263744,10,77.15,77.15,0,2592133
10263745,7,200,200,0,2589967
10263746,7,280.25,280.25,0,2589968
10263747,7,200,200,0,2589969
10263748,3,11,11,0,2589971
10263748,7,226.75,214.86,0,2589970
10263749,7,200,190,-10,2589972
10263750,3,440,400,0,2589974
10263750,7,200,200,0,2589973
10263750,10,20,20,0,2592134
10263751,7,200,200,0,2589975
10263752,7,440.75,440.75,0,2589976
10263752,10,44.1,44.1,0,2592135
10263753,7,568.75,568.75,0,2589977
10263753,10,56.9,56.9,0,2592136
10263754,7,300,300,0,2589978
10263755,7,200,190,-10,2589979
10263756,3,28.88,28.88,0,2589981
10263756,7,200,200,0,2589980
10263756,10,3.9,3.9,0,2592137
10263757,7,226.75,226.75,0,2589982
10263757,10,22.7,22.7,0,2592138
10263758,7,253.5,240.83,-12.67,2589983
10263759,7,1156.4,1156.4,0,2589984
10263760,3,1310.4,500,0,2589986
10263760,7,440.75,0,0,2589985
10263760,10,44.1,0,0,2592139
10263761,3,934.58,500,0,2589988
10263761,7,253.5,41.32,-12.67,2589987
10263761,10,24.1,24.1,0,2592140
10263762,7,360.5,360.5,0,2589989
10263763,7,200,200,0,2589990
10263764,7,200,190,-10,2589991
10263764,10,19,19,0,2592141
10263765,3,1104.84,0,0,2589993
10263765,7,360.5,0,-18.02,2589992
10263765,10,34.25,0,0,2592142
10263766,3,319.3,266.24,0,2589995
10263766,7,200,200,0,2589994
10263766,10,20,20,0,2592143
10263767,7,200,200,0,2589996
10263767,10,20,20,0,2592144
10263768,7,200,200,0,2589997
10263769,7,200,200,0,2589998
10263769,10,20,20,0,2592145
10263770,3,440,220,0,2590000
10263770,7,200,60,0,2589999
10263770,10,20,20,0,2592146
10263771,7,200,200,0,2590001
10263772,3,514.25,514.25,0,2590003
10263772,7,200,200,0,2590002
10263772,10,20,20,0,2592147
10263773,3,264.93,264.93,0,2590005
10263773,7,200,190,-10,2590004
10263773,10,19,19,0,2592148
10263774,7,333.75,317.07,-16.68,2590006
10263775,3,0.02,0,0,2590008
10263775,7,340.1,0,0,2590007
10263775,10,34.05,0,0,2592149
10263776,7,200,190,-10,2590009
10263777,7,226.75,226.75,0,2590010
10263778,7,200,200,0,2590011
10263778,10,20,20,0,2592150
10263779,3,143.45,143.45,0,2590013
10263779,7,200,200,0,2590012
10263779,10,15.35,15.35,0,2592151
10263780,7,200,200,0,2590014
10263780,10,20,20,0,2592152
10263781,7,200,200,0,2590015
10263782,7,200,190,-10,2590016
10263783,7,200,200,0,2590017
10263783,10,20,20,0,2592153
10263784,7,200,200,0,2590018
10263785,3,426,426,0,2590020
10263785,7,467.5,467.5,0,2590019
10263786,7,200,200,0,2590021
10263787,7,200,200,0,2590022
10263787,10,20,20,0,2592154
10263788,7,200,200,0,2590023
10263789,7,300,300,0,2590024
10263790,3,12.67,12.67,0,2590026
10263790,7,253.5,228.15,-25.35,2590025
10263791,7,360.5,342.48,-18.02,2590027
10263792,3,308.3,308.3,0,2590029
10263792,7,226.75,226.75,0,2590028
10263793,7,200,200,0,2590030
10263794,3,550.55,550.55,0,2590032
10263794,7,420.3,420.3,0,2590031
10263795,3,559.1,559.1,0,2590034
10263795,7,887,887,0,2590033
10263795,10,2.8,2.8,0,2592155
10263796,7,200,200,0,2590035
10263796,10,20,20,0,2592156
10263797,3,220,0,0,2590037
10263797,7,200,200,0,2590036
10263797,10,20,20,0,2592157
10263798,7,200,200,0,2590038
10263798,10,20,20,0,2592158
10263799,3,436,436,0,2590040
10263799,7,200,190,-10,2590039
10263799,10,2.1,2.1,0,2592159
10263800,7,200,190,-10,2590041
10263801,3,367.15,367.15,0,2590043
10263801,7,333.75,333.75,0,2590042
10263802,7,200,200,0,2590044
10263803,3,440,0,0,2590046
10263803,7,200,140,0,2590045
10263803,10,20,20,0,2592160
10263804,7,280.25,280.25,0,2590047
10263805,3,297.14,0,0,2590049
10263805,7,200,0,-10,2590048
10263805,10,19,2.86,0,2592161
10263806,7,360.5,360.5,0,2590050
10263806,10,36.05,36.05,0,2592162
10263807,3,969.7,969.7,0,2590052
10263807,7,467.5,0,0,2590051
10263807,10,46.75,30.3,0,2592163
10263808,7,200,200,0,2590053
10263808,10,20,20,0,2592164
10263809,3,1042.55,0,0,2590055
10263809,7,307,307,0,2590054
10263809,10,30.7,30.7,0,2592165
10263810,3,24.01,24.01,0,2590057
10263810,7,200,200,0,2590056
10263810,10,3.4,3.4,0,2592166
10263811,3,396,396,0,2590059
10263811,7,500.5,500.5,0,2590058
10263811,10,39.6,39.6,0,2592167
10263812,7,200,200,0,2590060
10263812,10,20,20,0,2592168
10263813,3,6077.95,0,0,2590062
10263813,7,200,0,0,2590061
10263813,10,20,0,0,2592169
10263814,3,440,0,0,2590064
10263814,7,200,200,0,2590063
10263814,10,20,20,0,2592170
10263815,3,3664.05,0,0,2590066
10263815,7,200,0,0,2590065
10263816,7,280.25,0,-14.01,2590067
10263816,10,26.65,0,0,2592171
10263817,3,280,280,0,2590069
10263817,7,200,200,0,2590068
10263818,3,852,852,0,2590071
10263818,7,333.75,333.75,0,2590070
10263819,3,291.23,276.67,0,2590073
10263819,7,253.5,0,-12.67,2590072
10263819,10,24.1,0,0,2592172
10263820,3,500.95,500.95,0,2590075
10263820,7,501.25,501.25,0,2590074
10263821,7,200,190,-10,2590076
10263822,7,703.75,703.75,0,2590077
10263823,3,165.7,165.7,0,2590079
10263823,7,200,200,0,2590078
10263823,10,17.6,17.6,0,2592173
10263824,7,414,393.3,-20.7,2590080
10263825,3,20,20,0,2590082
10263825,7,200,200,0,2590081
10263825,10,3,3,0,2592174
10263826,7,200,200,0,2590083
10263827,7,307,307,0,2590084
10263827,10,30.7,30.7,0,2592175
10263828,3,260,0,0,2590086
10263828,7,200,140,0,2590085
10263828,10,20,20,0,2592176
10263829,3,529.86,529.86,0,2590088
10263829,7,200,190,-10,2590087
10263829,10,2.65,2.65,0,2592177
10263830,7,226.75,215.42,-11.33,2590089
