Bill_No,B_Code,Receivable,Collected,Adjustment,sequence
10261713,7,300,0,0,2587327
10261713,10,30,0,0,2591049
10261714,3,337.7,337.7,0,2587330
10261714,7,280.25,280.25,0,2587329
10261715,3,220,0,0,2587332
10261715,7,200,200,0,2587331
10261715,10,20,20,0,2591050
10261716,7,200,190,-10,2587333
10261717,7,307,307,0,2587334
10261718,7,333.75,333.75,0,2587335
10261718,10,33.4,33.4,0,2591051
10261719,7,636.25,636.25,0,2587336
10261720,3,514.25,514.25,0,2587338
10261720,7,771.25,771.25,0,2587337
10261720,10,77.15,77.15,0,2591052
10261721,7,467.5,467.5,0,2587339
10261722,7,200,190,-10,2587340
10261722,10,19,19,0,2591053
10261723,3,220,220,0,2587342
10261723,7,200,200,0,2587341
10261723,10,20,20,0,2591054
10261724,7,200,200,0,2587343
10261725,7,200,200,0,2587344
10261725,10,20,20,0,2591055
10261726,3,1915.65,1915.65,0,2587346
10261726,7,440.75,440.75,0,2587345
10261726,10,40,40,0,2591056
10261727,7,200,200,0,2587347
10261728,7,253.5,240.83,-12.67,2587348
10261729,7,200,190,-10,2587349
10261730,7,200,200,0,2587350
10261730,10,20,20,0,2591057
10261731,7,200,200,0,2587351
10261732,7,226.75,226.75,0,2587352
10261732,10,22.7,22.7,0,2591058
10261733,3,220,220,0,2587354
10261733,7,200,200,0,2587353
10261734,7,200,200,0,2587355
10261734,10,20,20,0,2591059
10261735,7,387.25,387.25,0,2587356
10261736,3,220,220,0,2587358
10261736,7,200,200,0,2587357
10261737,3,220,220,0,2587360
10261737,7,200,200,0,2587359
10261737,10,20,20,0,2591060
10261738,3,220,0,0,2587362
10261738,7,200,200,0,2587361
10261738,10,20,20,0,2591061
10261739,3,220,220,0,2587364
10261739,7,200,200,0,2587363
10261740,7,602.5,602.5,0,2587365
10261740,10,60.25,60.25,0,2591062
10261741,7,360.5,360.5,0,2587366
10261741,10,36.05,36.05,0,2591063
10261742,7,805,805,0,2587367
10261743,7,200,200,0,2587368
10261744,3,535.15,535.15,0,2587370
10261744,7,253.5,253.5,0,2587369
10261744,10,25.35,25.35,0,2591064
10261745,3,337.7,0,0,2587372
10261745,7,226.75,226.75,0,2587371
10261745,10,22.7,22.7,0,2591065
10261746,7,200,200,0,2587373
10261746,10,20,20,0,2591066
10261747,3,660,660,0,2587375
10261747,7,200,200,0,2587374
10261747,10,20,20,0,2591067
10261748,7,200,200,0,2587376
10261749,7,467.5,467.5,0,2587377
10261749,10,46.75,46.75,0,2591068
10261750,3,220,220,0,2587379
10261750,7,200,200,0,2587378
10261750,10,20,20,0,2591069
10261751,7,253.5,253.5,0,2587380
10261752,7,200,200,0,2587381
10261753,3,220,220,0,2587383
10261753,7,200,200,0,2587382
10261753,10,20,20,0,2591070
10261754,7,200,200,0,2587384
10261755,7,360.5,360.5,0,2587385
10261755,10,36.05,36.05,0,2591071
10261756,7,200,200,0,2587386
10261757,3,220,220,0,2587388
10261757,7,200,200,0,2587387
10261757,10,20,20,0,2591072
10261758,7,226.75,226.75,0,2587389
10261759,7,200,200,0,2587390
10261760,7,387.25,387.25,0,2587391
10261761,7,200,200,0,2587392
10261762,7,253.5,253.5,0,2587393
10261763,3,278.85,278.85,0,2587395
10261763,7,333.75,333.75,0,2587394
10261764,7,226.75,226.75,0,2587396
10261764,10,22.7,22.7,0,2591073
10261765,3,616.6,616.6,0,2587398
10261765,7,280.25,280.25,0,2587397
10261765,10,28.05,28.05,0,2591074
10261766,7,307,307,0,2587399
10261766,10,30.7,30.7,0,2591075
10261767,7,253.5,253.5,0,2587400
10261768,7,200,200,0,2587401
10261768,10,20,20,0,2591076
10261769,3,220,220,0,2587403
10261769,7,200,200,0,2587402
10261769,10,20,20,0,2591077
10261770,3,360,360,0,2587405
10261770,7,200,200,0,2587404
10261770,10,20,20,0,2591078
10261771,3,528.3,528.3,0,2587407
10261771,7,253.5,253.5,0,2587406
10261771,10,25.35,25.35,0,2591079
10261772,7,200,200,0,2587408
10261772,10,20,20,0,2591080
10261773,3,2786.6,0,0,2587410
10261773,7,1010,1010,0,2587409
10261773,10,101,101,0,2591081
10261774,7,200,200,0,2587411
10261775,7,200,190,-10,2587412
10261775,10,19,19,0,2591082
10261776,7,200,200,0,2587413
10261777,7,360.5,360.5,0,2587414
10261778,3,469.45,469.45,0,2587416
10261778,7,307,307,0,2587415
10261779,7,877.05,877.05,0,2587417
10261779,10,87.75,87.75,0,2591083
10261780,3,220,220,0,2587419
10261780,7,226.75,226.75,0,2587418
10261780,10,22.7,22.7,0,2591084
10261781,3,220,220,0,2587421
10261781,7,200,200,0,2587420
10261782,7,226.75,226.75,0,2587422
10261782,10,22.7,22.7,0,2591085
10261783,7,280.25,280.25,0,2587423
10261783,10,28.05,28.05,0,2591086
10261784,3,220,220,0,2587425
10261784,7,200,200,0,2587424
10261785,7,200,200,0,2587426
10261786,7,501.25,501.25,0,2587427
10261786,10,50.15,50.15,0,2591087
10261787,7,200,200,0,2587428
10261787,10,20,20,0,2591088
10261788,7,333.75,317.07,-16.68,2587429
10261789,7,253.5,253.5,0,2587430
10261789,10,25.35,25.35,0,2591089
10261790,3,220,220,0,2587432
10261790,7,200,200,0,2587431
10261790,10,20,20,0,2591090
10261791,3,938.9,938.9,0,2587434
10261791,7,200,200,0,2587433
10261791,10,20,20,0,2591091
10261792,7,467.5,467.5,0,2587435
10261793,7,200,200,0,2587436
10261793,10,20,20,0,2591092
10261794,7,200,200,0,2587437
10261794,10,20,20,0,2591093
10261795,7,200,200,0,2587438
10261796,3,1976.5,1976.5,0,2587440
10261796,7,535,535,0,2587439
10261796,10,53.5,53.5,0,2591094
10261797,3,440,440,0,2587442
10261797,7,200,200,0,2587441
10261797,10,20,20,0,2591095
10261798,3,220,220,0,2587444
10261798,7,200,200,0,2587443
10261798,10,20,20,0,2591096
10261799,3,249.45,249.45,0,2587446
10261799,7,226.75,226.75,0,2587445
10261800,3,660,660,0,2587448
10261800,7,200,200,0,2587447
10261801,3,396.55,396.55,0,2587450
10261801,7,307,307,0,2587449
10261801,10,30.7,30.7,0,2591097
10261802,7,360.5,360.5,0,2587451
10261803,7,253.5,253.5,0,2587452
10261803,10,25.35,25.35,0,2591098
10261804,3,220,220,0,2587454
10261804,7,200,200,0,2587453
10261804,10,20,20,0,2591099
10261805,3,426,426,0,2587456
10261805,7,387.25,387.25,0,2587455
10261805,10,38.75,38.75,0,2591100
10261806,7,200,200,0,2587457
10261806,10,20,20,0,2591101
10261807,3,851.95,851.95,0,2587459
10261807,7,360.5,360.5,0,2587458
10261807,10,36.05,36.05,0,2591102
10261808,7,200,200,0,2587460
10261808,10,20,20,0,2591103
10261809,7,253.5,253.5,0,2587461
10261810,7,200,200,0,2587462
10261811,7,928,928,0,2587463
10261812,7,200,200,0,2587464
10261812,10,20,20,0,2591104
10261813,7,467.5,467.5,0,2587465
10261814,7,200,200,0,2587466
10261815,7,200,200,0,2587467
10261815,10,20,20,0,2591105
10261816,3,1024.75,1024.75,0,2587469
10261816,7,535,535,0,2587468
10261816,10,53.5,53.5,0,2591106
10261817,7,226.75,226.75,0,2587470
10261817,10,22.7,22.7,0,2591107
10261818,3,220,0,0,2587472
10261818,7,200,200,0,2587471
10261818,10,20,20,0,2591108
10261819,3,278.85,0,0,2587474
10261819,7,333.75,333.75,0,2587473
10261819,10,33.4,33.4,0,2591109
10261820,3,220,0,0,2587476
10261820,7,200,200,0,2587475
10261820,10,20,20,0,2591110
10261821,3,440,440,0,2587478
10261821,7,200,200,0,2587477
10261821,10,20,20,0,2591111
10261822,7,200,200,0,2587479
10261823,7,200,200,0,2587480
10261824,7,440.75,440.75,0,2587481
10261825,7,737.5,0,0,2587482
10261826,7,360.5,360.5,0,2587483
10261826,10,36.05,36.05,0,2591112
10261827,7,200,200,0,2587484
10261827,10,20,20,0,2591113
10261828,7,200,200,0,2587485
10261829,3,1280.05,1280.05,0,2587487
10261829,7,440.75,440.75,0,2587486
10261830,7,200,200,0,2587488
10261831,7,387.25,367.89,-19.36,2587489
10261832,3,220,220,0,2587491
10261832,7,200,200,0,2587490
10261832,10,20,20,0,2591114
10261833,7,200,200,0,2587492
10261833,10,20,20,0,2591115
10261834,7,200,200,0,2587493
10261834,10,20,20,0,2591116
10261835,3,220,220,0,2587495
10261835,7,200,200,0,2587494
10261835,10,20,20,0,2591117
10261836,7,414,414,0,2587496
10261836,10,41.4,41.4,0,2591118
10261837,3,975.7,975.7,0,2587498
10261837,7,887,887,0,2587497
10261837,10,88.7,88.7,0,2591119
10261838,3,440,440,0,2587500
10261838,7,200,200,0,2587499
10261839,7,360.5,360.5,0,2587501
10261839,10,36.05,36.05,0,2591120
10261840,7,414,414,0,2587502
10261841,7,200,200,0,2587503
10261841,10,20,20,0,2591121
10261842,7,253.5,253.5,0,2587504
10261843,7,333.75,333.75,0,2587505
10261843,10,33.4,33.4,0,2591122
10261844,3,1072,0,0,2587507
10261844,7,360.5,0,0,2587506
10261844,10,36.05,0,0,2591123
10261845,7,200,200,0,2587508
10261846,7,280.25,280.25,0,2587509
10261847,3,484.85,484.85,0,2587511
10261847,7,467.5,467.5,0,2587510
10261847,10,46.75,46.75,0,2591124
10261848,7,200,200,0,2587512
10261848,10,20,20,0,2591125
10261849,3,689.45,689.45,0,2587514
10261849,7,226.75,226.75,0,2587513
10261850,3,822.55,0,0,2587516
10261850,7,280.25,0,0,2587515
10261850,10,28.05,0,0,2591126
10261851,7,226.75,226.75,0,2587517
10261851,10,22.7,22.7,0,2591127
10261852,7,200,200,0,2587518
10261853,7,280.25,280.25,0,2587519
10261854,3,514.25,0,0,2587521
10261854,7,440.75,440.75,0,2587520
10261854,10,44.1,44.1,0,2591128
10261855,3,220,220,0,2587523
10261855,7,226.75,226.75,0,2587522
10261855,10,22.7,22.7,0,2591129
10261856,3,220,220,0,2587525
10261856,7,200,200,0,2587524
10261856,10,20,20,0,2591130
10261857,3,220,0,0,2587527
10261857,7,200,200,0,2587526
10261857,10,20,20,0,2591131
10261858,3,249.45,0,0,2587529
10261858,7,200,200,0,2587528
10261858,10,20,20,0,2591132
10261859,3,220,0,0,2587531
10261859,7,200,200,0,2587530
10261859,10,20,20,0,2591133
10261860,7,200,200,0,2587532
10261861,7,253.5,253.5,0,2587533
10261862,7,280.25,280.25,0,2587534
10261863,3,220,220,0,2587536
10261863,7,307,307,0,2587535
10261863,10,30.7,30.7,0,2591134
10261864,3,220,220,0,2587538
10261864,7,200,200,0,2587537
10261865,3,484.85,484.85,0,2587540
10261865,7,440.75,440.75,0,2587539
10261865,10,44.1,44.1,0,2591135
10261866,7,226.75,226.75,0,2587541
10261867,3,426,426,0,2587543
10261867,7,307,307,0,2587542
10261867,10,30.7,30.7,0,2591136
10261868,3,32259.95,333.75,0,2587545
10261868,7,1010,0,0,2587544
10261869,3,771.25,771.25,0,2587547
10261869,7,887,728.75,0,2587546
10261870,7,771.25,771.25,0,2587548
10261870,10,77.15,77.15,0,2591137
10261871,7,200,190,-10,2587549
10261872,7,200,200,0,2587550
10261873,7,200,200,0,2587551
10261874,7,253.5,253.5,0,2587552
10261874,10,25.35,25.35,0,2591138
10261875,7,535,535,0,2587553
10261876,3,367.15,367.15,0,2587555
10261876,7,333.75,333.75,0,2587554
10261876,10,33.4,33.4,0,2591139
10261877,7,387.25,387.25,0,2587556
10261878,7,200,200,0,2587557
10261879,7,200,200,0,2587558
10261880,7,226.75,226.75,0,2587559
10261880,10,22.7,22.7,0,2591140
10261881,7,200,200,0,2587560
10261882,7,200,200,0,2587561
10261883,7,852.8,852.8,0,2587562
10261883,10,85.3,85.3,0,2591141
10261884,7,387.25,367.89,-19.36,2587563
10261885,7,226.75,226.75,0,2587564
10261886,7,467.5,467.5,0,2587565
10261886,10,46.75,46.75,0,2591142
10261887,7,200,200,0,2587566
10261888,7,387.25,387.25,0,2587567
10261889,7,200,200,0,2587568
10261889,10,20,20,0,2591143
10261890,7,200,190,-10,2587569
10261891,7,501.25,501.25,0,2587570
10261891,10,50.15,50.15,0,2591144
10261892,7,333.75,333.75,0,2587571
10261893,7,200,200,0,2587572
10261894,7,333.75,333.75,0,2587573
10261895,7,200,200,0,2587574
10261896,7,253.5,253.5,0,2587575
10261897,7,440.75,440.75,0,2587576
10261897,10,44.1,44.1,0,2591145
10261898,7,200,200,0,2587577
10261899,7,226.75,226.75,0,2587578
10261900,3,1493.5,0,0,2587580
10261900,7,501.25,0,0,2587579
10261901,7,440.75,440.75,0,2587581
10261901,10,44.1,44.1,0,2591146
10261902,3,1208.45,1208.45,0,2587583
10261902,7,1092,1092,0,2587582
10261902,10,109.2,109.2,0,2591147
10261903,7,387.25,387.25,0,2587584
10261904,7,614,614,0,2587585
10261905,7,307,291.65,-15.35,2587586
10261906,7,360.5,360.5,0,2587587
10261907,7,200,200,0,2587588
10261908,7,568.75,540.32,-28.43,2587589
10261909,7,387.25,387.25,0,2587590
10261910,7,501.25,476.19,-25.06,2587591
10261910,10,47.65,47.65,0,2591148
10261911,7,501.25,501.25,0,2587592
10261912,3,220,0,0,2587594
10261912,7,226.75,226.75,0,2587593
10261912,10,22.7,22.7,0,2591149
10261913,7,1004.6,1004.6,0,2587595
10261914,7,200,190,-10,2587596
10261915,7,467.5,467.5,0,2587597
10261915,10,46.75,46.75,0,2591150
10261916,3,320.85,0,0,2587599
10261916,7,333.75,317.07,-16.68,2587598
10261916,10,31.75,31.75,0,2591151
10261917,7,200,200,0,2587600
10261918,7,200,200,0,2587601
10261918,10,20,20,0,2591152
10261919,7,200,200,0,2587602
10261920,7,307,307,0,2587603
10261921,7,307,307,0,2587604
10261922,7,200,200,0,2587605
10261923,7,200,200,0,2587606
10261923,10,20,20,0,2591153
10261924,7,200,200,0,2587607
10261925,7,280.25,280.25,0,2587608
10261926,7,200,200,0,2587609
10261926,10,20,20,0,2591154
10261927,3,278.85,278.85,0,2587611
10261927,7,200,200,0,2587610
10261927,10,20,20,0,2591155
10261928,3,551.4,551.4,0,2587613
10261928,7,568.75,568.75,0,2587612
10261928,10,56.9,56.9,0,2591156
10261929,7,200,200,0,2587614
10261929,10,20,20,0,2591157
10261930,7,200,200,0,2587615
10261930,10,20,20,0,2591158
10261931,7,414,414,0,2587616
10261932,3,689.65,689.65,0,2587618
10261932,7,360.5,360.5,0,2587617
10261933,3,308.3,308.3,0,2587620
10261933,7,280.25,280.25,0,2587619
10261934,7,200,200,0,2587621
10261934,10,20,20,0,2591159
10261935,3,220,220,0,2587623
10261935,7,200,0,0,2587622
10261935,10,20,0,0,2591160
10261936,7,507,507,0,2587624
10261937,7,360.5,342.48,-18.02,2587625
10261938,3,220,0,0,2587627
10261938,7,200,200,0,2587626
10261938,10,20,20,0,2591161
10261939,7,414,393.3,-20.7,2587628
10261940,7,307,307,0,2587629
10261941,3,71.69,71.69,0,2587631
10261941,7,501.25,501.25,0,2587630
10261941,10,9.7,9.7,0,2591162
10261942,7,501.25,501.25,0,2587632
10261943,3,9584.6,200,0,2587634
10261943,7,200,0,0,2587633
10261944,7,440.75,418.71,-22.04,2587635
10261945,7,200,190,-10,2587636
10261946,3,405.15,405.15,0,2587638
10261946,7,501.25,501.25,0,2587637
10261947,7,771.25,771.25,0,2587639
10261948,3,220,0,0,2587641
10261948,7,200,200,0,2587640
10261948,10,20,20,0,2591163
10261949,7,568.75,568.75,0,2587642
10261950,3,440,440,0,2587644
10261950,7,200,200,0,2587643
10261951,7,333.75,333.75,0,2587645
10261952,3,236.97,0,0,2587647
10261952,7,200,190,-10,2587646
10261952,10,19,19,0,2591164
10261953,7,1172.3,1172.3,0,2587648
10261954,7,226.75,226.75,0,2587649
10261954,10,22.7,22.7,0,2591165
10261955,7,200,200,0,2587650
10261956,7,200,200,0,2587651
10261957,3,220,0,0,2587653
10261957,7,200,200,0,2587652
10261957,10,20,20,0,2591166
10261958,3,503.95,503.95,0,2587655
10261958,7,307,307,0,2587654
10261959,7,200,200,0,2587656
10261960,7,253.5,253.5,0,2587657
10261960,10,25.35,25.35,0,2591167
10261961,3,209,0,0,2587659
10261961,7,200,190,-10,2587658
10261961,10,19,19,0,2591168
10261962,7,440.75,440.75,0,2587660
10261963,7,200,200,0,2587661
10261964,3,440,440,0,2587663
10261964,7,200,200,0,2587662
10261965,7,200,200,0,2587664
10261965,10,20,20,0,2591169
10261966,7,200,200,0,2587665
10261967,7,307,307,0,2587666
10261968,7,333.75,317.06,-16.69,2587667
10261969,7,4657.2,4657.2,0,2587668
10261970,7,387.25,387.25,0,2587669
10261971,7,253.5,253.5,0,2587670
10261971,10,25.35,25.35,0,2591170
10261972,7,333.75,333.75,0,2587671
10261973,7,440.75,440.75,0,2587672
10261974,7,360.5,360.5,0,2587673
10261974,10,36.05,36.05,0,2591171
10261975,7,200,200,0,2587674
10261975,10,20,20,0,2591172
10261976,7,360.5,360.5,0,2587675
10261977,3,367.15,0,0,2587677
10261977,7,253.5,253.5,0,2587676
10261977,10,25.35,25.35,0,2591173
10261978,7,360.5,0,0,2587678
10261978,10,36.05,0,0,2591174
10261979,7,200,200,0,2587679
10261980,7,805,805,0,2587680
10261981,7,200,200,0,2587681
10261982,3,308.3,308.3,0,2587683
10261982,7,226.75,226.75,0,2587682
10261983,7,333.75,333.75,0,2587684
10261984,3,937.12,937.12,0,2587686
10261984,7,200,200,0,2587685
10261985,7,737.5,737.5,0,2587687
10261986,7,360.5,360.5,0,2587688
10261987,7,501.25,501.25,0,2587689
10261988,7,200,200,0,2587690
10261989,7,14958,14958,0,2587691
10261990,7,501.25,501.25,0,2587692
10261991,7,200,200,0,2587693
10261992,7,4237.2,4237.2,0,2587694
10261993,7,1938,1938,0,2587695
10261994,7,2560.6,2560.6,0,2587696
10261995,7,307,307,0,2587697
10261996,7,737.5,737.5,0,2587698
10261997,7,737.5,737.5,0,2587699
10261998,7,737.5,700.63,-36.87,2587700
10261999,7,200,200,0,2587701
10262000,7,333.75,333.75,0,2587702
10262001,7,333.75,333.75,0,2587703
10262002,7,253.5,253.5,0,2587704
10262002,10,25.35,25.35,0,2591175
10262003,7,4935.6,4935.6,0,2587705
10262004,7,300,300,0,2587706
10262005,7,467.5,467.5,0,2587707
10262006,7,4536.4,4536.4,0,2587708
10262007,7,200,200,0,2587709
10262008,7,414,414,0,2587710
10262009,7,440.75,440.75,0,2587711
10262009,10,44.1,44.1,0,2591176
10262010,7,200,200,0,2587712
10262011,7,2170,2170,0,2587713
10262012,7,2587.6,2587.6,0,2587714
10262013,3,220,220,0,2587716
10262013,7,200,200,0,2587715
10262014,3,440,0,0,2587718
10262014,7,200,0,0,2587717
10262014,10,20,0,0,2591177
10262015,7,307,307,0,2587719
10262016,7,535,535,0,2587720
10262016,10,53.5,53.5,0,2591178
10262017,7,501.25,501.25,0,2587721
10262017,10,50.15,50.15,0,2591179
10262018,7,200,190,-10,2587722
10262019,3,220,220,0,2587724
10262019,7,280.25,280.25,0,2587723
10262020,7,9204.4,9204.4,0,2587725
10262021,3,1439.55,802.2,0,2587727
10262021,7,580.7,0,0,2587726
10262021,10,58.1,0,0,2591180
10262022,7,226.75,226.75,0,2587728
10262023,7,200,200,0,2587729
10262024,7,200,200,0,2587730
10262024,10,20,20,0,2591181
10262025,3,337.7,337.7,0,2587732
10262025,7,200,200,0,2587731
10262026,3,3389.66,0,0,2587734
10262026,7,670,0,0,2587733
10262027,3,514.25,514.25,0,2587736
10262027,7,535,535,0,2587735
10262027,10,53.5,53.5,0,2591182
10262028,3,220,220,0,2587738
10262028,7,200,200,0,2587737
10262028,10,20,20,0,2591183
10262029,3,220,220,0,2587740
10262029,7,200,200,0,2587739
10262030,7,307,291.65,-15.35,2587741
10262031,7,253.5,253.5,0,2587742
10262031,10,25.35,25.35,0,2591184
10262032,7,307,307,0,2587743
10262032,10,30.7,30.7,0,2591185
10262033,7,440.75,440.75,0,2587744
10262034,7,200,200,0,2587745
10262035,3,455.4,455.4,0,2587747
10262035,7,414,414,0,2587746
10262035,10,41.4,41.4,0,2591186
10262036,3,484.85,484.85,0,2587749
10262036,7,280.25,280.25,0,2587748
10262037,3,220,220,0,2587751
10262037,7,200,200,0,2587750
10262037,10,20,20,0,2591187
10262038,3,455.4,0,0,2587753
10262038,7,467.5,467.5,0,2587752
10262038,10,46.75,46.75,0,2591188
10262039,3,1384.5,1384.5,0,2587755
10262039,7,500.5,500.5,0,2587754
10262039,10,50.05,50.05,0,2591189
10262040,7,200,200,0,2587756
10262041,7,333.75,333.75,0,2587757
10262042,7,307,307,0,2587758
10262043,7,1539.8,1539.8,0,2587759
10262043,10,154,154,0,2591190
10262044,7,828,828,0,2587760
10262045,7,440.75,440.75,0,2587761
10262046,7,535,535,0,2587762
10262047,3,484.85,0,0,2587764
10262047,7,602.5,602.5,0,2587763
10262047,10,60.25,60.25,0,2591191
10262048,7,200,190,-10,2587765
10262049,3,3837,0,0,2587767
10262049,7,200,0,-10,2587766
10262050,7,307,307,0,2587768
10262051,7,387.25,387.25,0,2587769
10262052,7,307,307,0,2587770
10262053,7,200,200,0,2587771
10262054,7,280.25,280.25,0,2587772
10262055,7,333.75,317.06,-16.69,2587773
10262056,7,200,200,0,2587774
10262057,7,200,200,0,2587775
10262057,10,20,20,0,2591192
10262058,7,200,200,0,2587776
10262059,7,280.25,280.25,0,2587777
10262059,10,28.05,28.05,0,2591193
10262060,7,200,200,0,2587778
10262061,7,969,969,0,2587779
10262061,10,96.9,96.9,0,2591194
10262062,7,387.25,387.25,0,2587780
10262062,10,38.75,38.75,0,2591195
10262063,7,636.25,636.25,0,2587781
10262064,3,220,220,0,2587783
10262064,7,200,200,0,2587782
10262065,7,300,300,0,2587784
10262066,3,1371.15,0,0,2587786
10262066,7,200,0,0,2587785
10262067,7,200,200,0,2587787
10262068,7,440.75,440.75,0,2587788
10262068,10,44.1,44.1,0,2591196
10262069,3,264.93,0,0,2587790
10262069,7,360.5,342.48,-18.02,2587789
10262069,10,34.25,34.25,0,2591197
10262070,7,1610,1610,0,2587791
10262071,3,220,0,0,2587793
10262071,7,200,200,0,2587792
10262071,10,20,20,0,2591198
10262072,7,200,200,0,2587794
10262073,7,200,200,0,2587795
10262074,7,8134.8,8134.8,0,2587796
10262075,7,805,805,0,2587797
10262076,7,200,200,0,2587798
10262076,10,20,20,0,2591199
10262077,7,200,200,0,2587799
10262078,3,668.75,668.75,0,2587801
10262078,7,253.5,253.5,0,2587800
10262079,3,1537,1537,0,2587803
10262079,7,200,200,0,2587802
10262079,10,20,20,0,2591200
10262080,7,360.5,360.5,0,2587804
10262081,3,660,660,0,2587806
10262081,7,200,200,0,2587805
10262082,7,280.25,280.25,0,2587807
10262083,3,278.85,0,0,2587809
10262083,7,253.5,0,0,2587808
10262083,10,25.35,0,0,2591201
10262084,7,387.25,387.25,0,2587810
10262084,10,38.75,38.75,0,2591202
10262085,7,670,670,0,2587811
10262086,7,226.75,0,0,2587812
10262087,3,440,440,0,2587814
10262087,7,200,200,0,2587813
10262088,7,333.75,333.75,0,2587815
10262089,7,440.75,440.75,0,2587816
10262090,7,969,969,0,2587817
10262091,7,2607,2607,0,2587818
10262092,7,2514.2,2514.2,0,2587819
10262093,7,333.75,333.75,0,2587820
10262094,3,1696.75,1000,0,2587822
10262094,7,2020,2020,0,2587821
10262094,10,202,202,0,2591203
10262095,3,2837.1,0,0,2587824
10262095,7,280.25,280.25,0,2587823
10262095,10,28.05,28.05,0,2591204
10262096,7,253.5,253.5,0,2587825
10262097,7,226.75,226.75,0,2587826
10262098,7,535,508.25,-26.75,2587827
10262099,7,995.15,995.15,0,2587828
10262099,10,99.55,99.55,0,2591205
10262100,7,280.25,280.25,0,2587829
10262101,3,426,0,0,2587831
10262101,7,200,200,0,2587830
10262101,10,20,20,0,2591206
10262102,7,253.5,253.5,0,2587832
10262102,10,25.35,25.35,0,2591207
10262103,7,805,805,0,2587833
10262103,10,80.5,80.5,0,2591208
10262104,7,737.5,737.5,0,2587834
10262105,7,200,200,0,2587835
10262106,3,220,220,0,2587837
10262106,7,200,200,0,2587836
10262106,10,20,20,0,2591209
10262107,7,360.5,360.5,0,2587838
10262107,10,36.05,36.05,0,2591210
10262108,3,220,0,0,2587840
10262108,7,226.75,226.75,0,2587839
10262108,10,22.7,22.7,0,2591211
10262109,7,568.75,568.75,0,2587841
10262110,3,27.2,27.2,0,2587843
10262110,7,200,200,0,2587842
10262111,3,964.8,964.8,0,2587845
10262111,7,771.2,771.2,0,2587844
10262111,10,77.15,77.15,0,2591212
10262112,3,55.5,55.5,0,2587847
10262112,7,253.5,253.5,0,2587846
10262112,10,25.35,25.35,0,2591213
10262113,3,625.65,625.65,0,2587849
10262113,7,805,805,0,2587848
10262114,3,373.95,373.95,0,2587851
10262114,7,280.25,280.25,0,2587850
10262115,3,3352.45,3352.45,0,2587853
10262115,7,1290.4,1290.4,0,2587852
10262115,10,129.05,129.05,0,2591214
10262116,7,969,969,0,2587854
10262117,3,220,220,0,2587856
10262117,7,307,307,0,2587855
10262117,10,30.7,30.7,0,2591215
10262118,3,220,0,0,2587858
10262118,7,200,200,0,2587857
10262118,10,20,20,0,2591216
10262119,7,333.75,333.75,0,2587859
10262119,10,33.4,33.4,0,2591217
10262120,3,396.55,396.55,0,2587861
10262120,7,307,307,0,2587860
10262120,10,30.7,30.7,0,2591218
10262121,3,337.7,0,0,2587863
10262121,7,200,200,0,2587862
10262121,10,20,20,0,2591219
10262122,7,200,200,0,2587864
10262122,10,20,20,0,2591220
10262123,3,498.85,498.85,0,2587866
10262123,7,200,200,0,2587865
10262123,10,20,20,0,2591221
10262124,3,249.45,249.45,0,2587868
10262124,7,636.25,636.25,0,2587867
10262124,10,63.65,63.65,0,2591222
10262125,7,200,190,-10,2587869
10262126,7,200,200,0,2587870
10262126,10,20,20,0,2591223
10262127,3,440,440,0,2587872
10262127,7,200,200,0,2587871
10262127,10,20,20,0,2591224
10262128,7,280.25,266.24,-14.01,2587873
10262129,7,280.25,280.25,0,2587874
10262129,10,28.05,28.05,0,2591225
10262130,7,200,200,0,2587875
10262131,3,220,220,0,2587877
10262131,7,200,200,0,2587876
10262131,10,20,20,0,2591226
10262132,3,220,220,0,2587879
10262132,7,200,200,0,2587878
10262133,3,1420.85,500,0,2587881
10262133,7,200,59.15,0,2587880
10262133,10,20,20,0,2591227
10262134,3,625.65,625.65,0,2587883
10262134,7,501.25,501.25,0,2587882
10262134,10,50.15,50.15,0,2591228
10262135,7,200,200,0,2587884
10262135,10,20,20,0,2591229
10262136,7,253.5,253.5,0,2587885
10262136,10,25.35,25.35,0,2591230
10262137,7,333.75,333.75,0,2587886
10262137,10,33.4,33.4,0,2591231
10262138,3,396.55,396.55,0,2587888
10262138,7,360.5,360.5,0,2587887
10262138,10,36.05,36.05,0,2591232
10262139,7,307,291.65,-15.35,2587889
10262140,7,467.5,467.5,0,2587890
10262141,7,1400.6,1400.6,0,2587891
10262142,3,220,220,0,2587893
10262142,7,200,200,0,2587892
10262143,7,200,200,0,2587894
10262143,10,20,20,0,2591233
10262144,3,616.55,616.55,0,2587896
10262144,7,200,200,0,2587895
10262145,3,220,220,0,2587898
10262145,7,253.5,253.5,0,2587897
10262146,7,333.75,333.75,0,2587899
10262147,7,280.25,280.25,0,2587900
10262148,7,200,200,0,2587901
10262149,3,367.15,367.15,0,2587903
10262149,7,307,307,0,2587902
10262149,10,30.7,30.7,0,2591234
10262150,7,253.5,253.5,0,2587904
10262150,10,25.35,25.35,0,2591235
10262151,7,226.75,226.75,0,2587905
10262151,10,22.7,22.7,0,2591236
10262152,7,253.5,253.5,0,2587906
10262153,7,253.5,253.5,0,2587907
10262154,3,220,220,0,2587909
10262154,7,535,535,0,2587908
10262154,10,53.5,53.5,0,2591237
10262155,3,337.7,337.7,0,2587911
