"55869","10261362","211201880",NULL
"55870","10261363","211202001","0"
"55871","10261364","211202000",NULL
"55872","10261365","211201970","625.65"
"55873","10261366","211202020",NULL
"55874","10261367","211202030",NULL
"55875","10261368","211202040",NULL
"55876","10261369","211202010",NULL
"55877","10261370","211202070",NULL
"55878","10261371","211202090","0"
"55879","10261372","211202060","956.49"
"55880","10261373","211202170",NULL
"55881","10261374","211202210","0"
"55882","10261375","211202080","975.7"
"55883","10261376","211207735","0"
"55884","10261377","211202110",NULL
"55885","10261378","211202190",NULL
"55886","10261379","211207650","0"
"55887","10261380","211202350","700"
"55888","10261381","211202340","0"
"55889","10261382","211202630",NULL
"55890","10261383","211202330","659.39"
"55891","10261384","211202360","249.45"
"55892","10261385","211202440","367.15"
"55893","10261386","211202390",NULL
"55894","10261387","211202420",NULL
"55895","10261388","211202430",NULL
"55896","10261389","211202400",NULL
"55897","10261390","211202490","278.85"
"55898","10261391","211202410","0"
"55899","10261392","211207723","0"
"55900","10261393","211202500",NULL
"55901","10261394","211202560","704.85"
"55902","10261395","211207240",NULL
"55903","10261396","211207811","0"
"55904","10261397","211202570","220"
"55905","10261398","211202540","1102.8"
"55906","10261399","211202530",NULL
"55907","10261400","211202460","278.85"
"55908","10261401","211202580","528.3"
"55909","10261402","211207792","220"
"55910","10261403","211202640",NULL
"55911","10261404","211202660","725.54"
"55912","10261405","211202670",NULL
"55913","10261406","214202690",NULL
"55914","10261407","211207759",NULL
"55915","10261408","211207730",NULL
"55916","10261409","211207270","440"
"55917","10261410","211202800",NULL
"55918","10261411","211202820",NULL
"55919","10261412","211202870",NULL
"55920","10261413","211207530","396.55"
"55921","10261414","211202821","0"
"55922","10261415","211202710",NULL
"55923","10261416","211202850",NULL
"55924","10261417","211202830","0"
"55925","10261418","211202840","0"
"55926","10261419","211202920","1000"
"55927","10261420","211202950",NULL
"55928","10261421","211207290","551.4"
"55929","10261422","211203020",NULL
"55930","10261423","211203070","675.4"
"55931","10261424","211203040",NULL
"55932","10261425","211203080","939"
"55933","10261426","211203090",NULL
"55934","10261427","211203100",NULL
"55935","10261428","211203110","0"
"55936","10261429","211207761",NULL
"55937","10261430","211207706","337.7"
"55938","10261431","211203140","308.3"
"55939","10261432","211203170",NULL
"55940","10261433","211203230",NULL
"55941","10261434","211203231","220"
"55942","10261435","211203220",NULL
"55943","10261436","211203240",NULL
"55944","10261437","211203050","337.7"
"55945","10261438","211203260",NULL
"55946","10261439","211203250",NULL
"55947","10261440","211207510",NULL
"55948","10261441","211203340",NULL
"55949","10261442","211203350",NULL
"55950","10261443","211203270",NULL
"55951","10261444","211207360","396.55"
"55952","10261445","211203360","498.85"
"55953","10261446","211203280",NULL
"55954","10261447","211203440","220"
"55955","10261448","211203410",NULL
"55956","10261449","211203380",NULL
"55957","10261450","211204300",NULL
"55958","10261451","211207908",NULL
"55959","10261452","211203500","426"
"55960","10261453","214203430","337.7"
"55961","10261454","211203520",NULL
"55962","10261455","211203570",NULL
"55963","10261456","211203550","220"
"55964","10261457","211203560",NULL
"55965","10261458","211207170",NULL
"55966","10261459","211207763","0"
"55967","10261460","211200351","440"
"55968","10261461","211207765",NULL
"55969","10261462","211203580",NULL
"55970","10261463","211203600",NULL
"55971","10261464","211207900",NULL
"55972","10261465","211203650","426"
"55973","10261466","211203640","308.3"
"55974","10261467","211203610",NULL
"55975","10261468","211203630",NULL
"55976","10261469","211207770","0"
"55977","10261470","211207914","200"
"55978","10261471","211203720",NULL
"55979","10261472","211207724",NULL
"55980","10261473","211203680",NULL
"55981","10261474","211203700",NULL
"55982","10261475","211203710",NULL
"55983","10261476","211203790","367.15"
"55984","10261477","211207878",NULL
"55985","10261478","211203820","528.3"
"55986","10261479","211203840","337.7"
"55987","10261480","211203830",NULL
"55988","10261481","211207907","220"
"55989","10261482","211203860",NULL
"55990","10261483","211205690",NULL
"55991","10261484","211207470","220"
"55992","10261485","211203900",NULL
"55993","10261486","211203950",NULL
"55994","10261487","211207773",NULL
"55995","10261488","211203970",NULL
"55996","10261489","211207260","440"
"55997","10261490","211207420",NULL
"55998","10261491","211203910",NULL
"55999","10261492","211207904","220"
"56000","10261493","211207030","660"
"56001","10261494","211207130","367.15"
"56002","10261495","211207732",NULL
"56003","10261496","211204020",NULL
"56004","10261497","211204180","249.45"
"56005","10261498","211204050","367.15"
"56006","10261499","211207754","0"
"56007","10261500","211206810","426"
"56008","10261501","211203990",NULL
"56009","10261502","2112040600","528.3"
"56010","10261503","211204270",NULL
"56011","10261504","211204190",NULL
"56012","10261505","211207757",NULL
"56013","10261506","211204110",NULL
"56014","10261507","211207783",NULL
"56015","10261508","211204140","0"
"56016","10261509","211204100",NULL
"56017","10261510","211204120",NULL
"56018","10261511","211204171",NULL
"56019","10261512","211204130","367.15"
"56020","10261513","211204210","880.9"
