Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,M_Penalty
10261703,211205661,12-2-2018,12-17-2018,2,345302,539.1,1,1
10261704,211205580,12-2-2018,12-17-2018,2,345299,22.7,0,1
10261705,211207721,12-2-2018,12-17-2018,2,345444,20,1,1
10261706,211205600,12-2-2018,12-17-2018,2,345300,38.75,0,1
10261707,211205640,12-2-2018,12-17-2018,2,345301,25.35,1,1
10261708,211205730,12-2-2018,12-17-2018,2,345305,36.05,1,1
10261709,211207704,12-2-2018,12-17-2018,2,345427,57.25,1,1
10261710,211207747,12-2-2018,12-17-2018,2,345463,36.05,1,1
10261711,211207771,12-2-2018,12-17-2018,2,345633,58.1,1,1
10261712,211207772,12-2-2018,12-17-2018,2,345634,30,1,1
10261713,314205590,12-2-2018,12-17-2018,2,345635,30,1,1
10261714,211205740,12-2-2018,12-17-2018,2,345306,28.05,0,1
10261715,211200572,12-2-2018,12-17-2018,2,345049,20,1,1
10261716,211205770,12-2-2018,12-17-2018,2,345307,20,0,1
10261717,111203313,12-2-2018,12-17-2018,2,345012,30.7,0,1
10261718,211205780,12-2-2018,12-17-2018,2,345308,33.4,1,1
10261719,211205790,12-2-2018,12-17-2018,2,345309,63.65,0,1
10261720,211205800,12-2-2018,12-17-2018,2,345310,77.15,1,1
10261721,211205820,12-2-2018,12-17-2018,2,345311,46.75,0,1
10261722,211205830,12-2-2018,12-17-2018,2,345312,19,1,1
10261723,211205840,12-2-2018,12-17-2018,2,345313,20,1,1
10261724,211205440,12-2-2018,12-17-2018,2,345289,20,0,1
10261725,211205450,12-2-2018,12-17-2018,2,345290,20,1,1
10261726,211205870,12-2-2018,12-17-2018,2,345314,40,1,1
10261727,211205890,12-2-2018,12-17-2018,2,345315,20,0,1
10261728,211205900,12-2-2018,12-17-2018,2,345316,25.35,0,1
10261729,211205400,12-2-2018,12-17-2018,2,345287,20,0,1
10261730,211207630,12-2-2018,12-17-2018,2,345419,20,1,1
10261731,211207769,12-2-2018,12-17-2018,2,345480,20,0,1
10261732,211207816,12-2-2018,12-17-2018,2,345519,22.7,1,1
10261733,211206080,12-2-2018,12-17-2018,2,345318,20,0,1
10261734,211207860,12-2-2018,12-17-2018,2,345554,20,1,1
10261735,211206210,12-2-2018,12-17-2018,2,345321,38.75,0,1
10261736,211207881,12-2-2018,12-17-2018,2,345570,20,0,1
10261737,211206010,12-2-2018,12-17-2018,2,345317,20,1,1
10261738,611202515,12-2-2018,12-17-2018,2,345621,20,1,1
10261739,211206180,12-2-2018,12-17-2018,2,345320,20,0,1
10261740,211207120,12-2-2018,12-17-2018,2,345386,60.25,1,1
10261741,211207846,12-2-2018,12-17-2018,2,345543,36.05,1,1
10261742,211206240,12-2-2018,12-17-2018,2,345322,80.5,0,1
10261743,211207703,12-2-2018,12-17-2018,2,345426,20,0,1
10261744,211206781,12-2-2018,12-17-2018,2,345364,25.35,1,1
10261745,211207829,12-2-2018,12-17-2018,2,345531,22.7,1,1
10261746,211206300,12-2-2018,12-17-2018,2,345325,20,1,1
10261747,211207847,12-2-2018,12-17-2018,2,345544,20,1,1
10261748,211207854,12-2-2018,12-17-2018,2,345550,20,0,1
10261749,211206260,12-2-2018,12-17-2018,2,345323,46.75,1,1
10261750,211206340,12-2-2018,12-17-2018,2,345327,20,1,1
10261751,211207913,12-2-2018,12-17-2018,2,345599,25.35,0,1
10261752,211206330,12-2-2018,12-17-2018,2,345326,20,0,1
10261753,211206170,12-2-2018,12-17-2018,2,345319,20,1,1
10261754,211206390,12-2-2018,12-17-2018,2,345330,20,0,1
10261755,211206480,12-2-2018,12-17-2018,2,345337,36.05,1,1
10261756,211206380,12-2-2018,12-17-2018,2,345329,20,0,1
10261757,211200671,12-2-2018,12-17-2018,2,345053,20,1,1
10261758,211207500,12-2-2018,12-17-2018,2,345411,22.7,0,1
10261759,211206400,12-2-2018,12-17-2018,2,345331,20,0,1
10261760,211207777,12-2-2018,12-17-2018,2,345487,38.75,0,1
10261761,211207861,12-2-2018,12-17-2018,2,345555,20,0,1
10261762,211206410,12-2-2018,12-17-2018,2,345332,25.35,0,1
10261763,211206420,12-2-2018,12-17-2018,2,345333,33.4,0,1
10261764,211206350,12-2-2018,12-17-2018,2,345328,22.7,1,1
10261765,211206430,12-2-2018,12-17-2018,2,345334,28.05,1,1
10261766,211206440,12-2-2018,12-17-2018,2,345335,30.7,1,1
10261767,211207050,12-2-2018,12-17-2018,2,345381,25.35,0,1
10261768,211206470,12-2-2018,12-17-2018,2,345336,20,1,1
10261769,211207848,12-2-2018,12-17-2018,2,345545,20,1,1
10261770,211200199,12-2-2018,12-17-2018,2,345025,20,1,1
10261771,211206510,12-2-2018,12-17-2018,2,345338,25.35,1,1
10261772,211207862,12-2-2018,12-17-2018,2,345556,20,1,1
10261773,211206513,12-2-2018,12-17-2018,2,345340,101,1,1
10261774,211207906,12-2-2018,12-17-2018,2,345592,20,0,1
10261775,211206520,12-2-2018,12-17-2018,2,345341,19,1,1
10261776,211207520,12-2-2018,12-17-2018,2,345413,20,0,1
10261777,211207081,12-2-2018,12-17-2018,2,345383,36.05,0,1
10261778,211206530,12-2-2018,12-17-2018,2,345342,30.7,0,1
10261779,211207729,12-2-2018,12-17-2018,2,345450,87.75,1,1
10261780,211207718,12-2-2018,12-17-2018,2,345441,22.7,1,1
10261781,211207865,12-2-2018,12-17-2018,2,345558,20,0,1
10261782,211206550,12-2-2018,12-17-2018,2,345344,22.7,1,1
10261783,211207440,12-2-2018,12-17-2018,2,345409,28.05,1,1
10261784,211207740,12-2-2018,12-17-2018,2,345457,20,0,1
10261785,211206560,12-2-2018,12-17-2018,2,345345,20,0,1
10261786,211207550,12-2-2018,12-17-2018,2,345415,50.15,1,1
10261787,211207738,12-2-2018,12-17-2018,2,345455,20,1,1
10261788,211207864,12-2-2018,12-17-2018,2,345557,33.4,0,1
10261789,211207776,12-2-2018,12-17-2018,2,345486,25.35,1,1
10261790,211206570,12-2-2018,12-17-2018,2,345346,20,1,1
10261791,211207830,12-2-2018,12-17-2018,2,345532,20,1,1
10261792,211207778,12-2-2018,12-17-2018,2,345488,46.75,0,1
10261793,211207739,12-2-2018,12-17-2018,2,345456,20,1,1
10261794,211207835,12-2-2018,12-17-2018,2,345536,20,1,1
10261795,211207831,12-2-2018,12-17-2018,2,345533,20,0,1
10261796,211207100,12-2-2018,12-17-2018,2,345384,53.5,1,1
10261797,211207746,12-2-2018,12-17-2018,2,345462,20,1,1
10261798,211207795,12-2-2018,12-17-2018,2,345500,20,1,1
10261799,211207916,12-2-2018,12-17-2018,2,345602,22.7,0,1
10261800,211206600,12-2-2018,12-17-2018,2,345348,20,0,1
10261801,211206610,12-2-2018,12-17-2018,2,345349,30.7,1,1
10261802,211206590,12-2-2018,12-17-2018,2,345347,36.05,0,1
10261803,211206620,12-2-2018,12-17-2018,2,345350,25.35,1,1
10261804,211206631,12-2-2018,12-17-2018,2,345352,20,1,1
10261805,211206630,12-2-2018,12-17-2018,2,345351,38.75,1,1
10261806,211207713,12-2-2018,12-17-2018,2,345436,20,1,1
10261807,211207748,12-2-2018,12-17-2018,2,345464,36.05,1,1
10261808,211206744,12-2-2018,12-17-2018,2,345359,20,1,1
10261809,211206660,12-2-2018,12-17-2018,2,345353,25.35,0,1
10261810,211207702,12-2-2018,12-17-2018,2,345425,20,0,1
10261811,211206670,12-2-2018,12-17-2018,2,345354,92.8,0,1
10261812,211207719,12-2-2018,12-17-2018,2,345442,20,1,1
10261813,211207922,12-2-2018,12-17-2018,2,345608,46.75,0,1
10261814,211206680,12-2-2018,12-17-2018,2,345355,20,0,1
10261815,211207110,12-2-2018,12-17-2018,2,345385,20,1,1
10261816,211207869,12-2-2018,12-17-2018,2,345559,53.5,1,1
10261817,211207797,12-2-2018,12-17-2018,2,345502,22.7,1,1
10261818,211207870,12-2-2018,12-17-2018,2,345560,20,1,1
10261819,211206700,12-2-2018,12-17-2018,2,345356,33.4,1,1
10261820,211207872,12-2-2018,12-17-2018,2,345562,20,1,1
10261821,211207766,12-2-2018,12-17-2018,2,345478,20,1,1
10261822,211206720,12-2-2018,12-17-2018,2,345357,20,0,1
10261823,211207926,12-2-2018,12-17-2018,2,345631,20,0,1
10261824,211206290,12-2-2018,12-17-2018,2,345324,44.1,0,1
10261825,211206740,12-2-2018,12-17-2018,2,345358,73.75,0,1
10261826,211206940,12-2-2018,12-17-2018,2,345379,36.05,1,1
10261827,211207871,12-2-2018,12-17-2018,2,345561,20,1,1
10261828,211206750,12-2-2018,12-17-2018,2,345360,20,0,1
10261829,211206751,12-2-2018,12-17-2018,2,345361,44.1,0,1
10261830,211207791,12-2-2018,12-17-2018,2,345497,20,0,1
10261831,211206790,12-2-2018,12-17-2018,2,345365,38.75,0,1
10261832,211206770,12-2-2018,12-17-2018,2,345362,20,1,1
10261833,211206780,12-2-2018,12-17-2018,2,345363,20,1,1
10261834,211206511,12-2-2018,12-17-2018,2,345339,20,1,1
10261835,211207370,12-2-2018,12-17-2018,2,345402,20,1,1
10261836,211206851,12-2-2018,12-17-2018,2,345370,41.4,1,1
10261837,211206860,12-2-2018,12-17-2018,2,345371,88.7,1,1
10261838,211207796,12-2-2018,12-17-2018,2,345501,20,0,1
10261839,211207751,12-2-2018,12-17-2018,2,345465,36.05,1,1
10261840,211200990,12-2-2018,12-17-2018,2,345061,41.4,0,1
10261841,211206863,12-2-2018,12-17-2018,2,345372,20,1,1
10261842,211206820,12-2-2018,12-17-2018,2,345367,25.35,0,1
10261843,211207701,12-2-2018,12-17-2018,2,345424,33.4,1,1
10261844,211207709,12-2-2018,12-17-2018,2,345432,36.05,1,1
10261845,211206831,12-2-2018,12-17-2018,2,345368,20,0,1
10261846,211206840,12-2-2018,12-17-2018,2,345369,28.05,0,1
10261847,211207743,12-2-2018,12-17-2018,2,345459,46.75,1,1
10261848,211207733,12-2-2018,12-17-2018,2,345632,20,1,1
10261849,211207734,12-2-2018,12-17-2018,2,345453,22.7,0,1
10261850,211207832,12-2-2018,12-17-2018,2,345534,28.05,1,1
10261851,211207809,12-2-2018,12-17-2018,2,345512,22.7,1,1
10261852,211206880,12-2-2018,12-17-2018,2,345375,20,0,1
10261853,211206881,12-2-2018,12-17-2018,2,345376,28.05,0,1
10261854,211206870,12-2-2018,12-17-2018,2,345373,44.1,1,1
10261855,211206871,12-2-2018,12-17-2018,2,345374,22.7,1,1
10261856,211207764,12-2-2018,12-17-2018,2,345476,20,1,1
10261857,211206882,12-2-2018,12-17-2018,2,345377,20,1,1
10261858,211206883,12-2-2018,12-17-2018,2,345378,20,1,1
10261859,211207758,12-2-2018,12-17-2018,2,345471,20,1,1
10261860,211207767,12-2-2018,12-17-2018,2,345479,20,0,1
10261861,311200020,12-3-2018,12-18-2018,2,345656,25.35,0,1
10261862,314205641,12-3-2018,12-18-2018,2,345975,28.05,0,1
10261863,311200040,12-3-2018,12-18-2018,2,345657,30.7,1,1
10261864,311200090,12-3-2018,12-18-2018,2,345659,20,0,1
10261865,314205657,12-3-2018,12-18-2018,2,345990,44.1,1,1
10261866,311200100,12-3-2018,12-18-2018,2,345660,22.7,0,1
10261867,314200110,12-3-2018,12-18-2018,2,345930,30.7,1,1
10261868,311200080,12-3-2018,12-18-2018,2,345658,101,0,1
10261869,311200140,12-3-2018,12-18-2018,2,345661,88.7,0,1
10261870,311200150,12-3-2018,12-18-2018,2,345662,77.15,1,1
10261871,311200180,12-3-2018,12-18-2018,2,345663,20,0,1
10261872,311200200,12-3-2018,12-18-2018,2,345665,20,0,1
10261873,311200210,12-3-2018,12-18-2018,2,345666,20,0,1
10261874,311200220,12-3-2018,12-18-2018,2,345668,25.35,1,1
10261875,311200230,12-3-2018,12-18-2018,2,345669,53.5,0,1
10261876,311200250,12-3-2018,12-18-2018,2,345670,33.4,1,1
10261877,311200260,12-3-2018,12-18-2018,2,345671,38.75,0,1
10261878,311200290,12-3-2018,12-18-2018,2,345672,20,0,1
10261879,311200300,12-3-2018,12-18-2018,2,345673,20,0,1
10261880,311200310,12-3-2018,12-18-2018,2,345674,22.7,1,1
10261881,314200320,12-3-2018,12-18-2018,2,345931,20,0,1
10261882,311200330,12-3-2018,12-18-2018,2,345675,20,0,1
10261883,311200350,12-3-2018,12-18-2018,2,345676,85.3,1,1
10261884,311200380,12-3-2018,12-18-2018,2,345677,38.75,0,1
10261885,311200390,12-3-2018,12-18-2018,2,345678,22.7,0,1
10261886,314205672,12-3-2018,12-18-2018,2,346005,46.75,1,1
10261887,311200400,12-3-2018,12-18-2018,2,345679,20,0,1
10261888,311200761,12-3-2018,12-18-2018,2,345700,38.75,0,1
10261889,311200410,12-3-2018,12-18-2018,2,345680,20,1,1
10261890,311200430,12-3-2018,12-18-2018,2,345681,20,0,1
10261891,311200440,12-3-2018,12-18-2018,2,345682,50.15,1,1
10261892,311200450,12-3-2018,12-18-2018,2,345683,33.4,0,1
10261893,311200490,12-3-2018,12-18-2018,2,345684,20,0,1
10261894,311200500,12-3-2018,12-18-2018,2,345685,33.4,0,1
10261895,311200510,12-3-2018,12-18-2018,2,345686,20,0,1
10261896,311200520,12-3-2018,12-18-2018,2,345687,25.35,0,1
10261897,311200550,12-3-2018,12-18-2018,2,345688,44.1,1,1
10261898,311200560,12-3-2018,12-18-2018,2,345689,20,0,1
10261899,311200570,12-3-2018,12-18-2018,2,345690,22.7,0,1
10261900,311205400,12-3-2018,12-18-2018,2,345927,50.15,0,1
10261901,311200600,12-3-2018,12-18-2018,2,345691,44.1,1,1
10261902,314205622,12-3-2018,12-18-2018,2,345959,109.2,1,1
10261903,311200981,12-3-2018,12-18-2018,2,345709,38.75,0,1
10261904,311200650,12-3-2018,12-18-2018,2,345692,61.4,0,1
10261905,311200670,12-3-2018,12-18-2018,2,345693,30.7,0,1
10261906,314205642,12-3-2018,12-18-2018,2,345976,36.05,0,1
10261907,311200700,12-3-2018,12-18-2018,2,345695,20,0,1
10261908,311200710,12-3-2018,12-18-2018,2,345696,56.9,0,1
10261909,311200680,12-3-2018,12-18-2018,2,345694,38.75,0,1
10261910,511205100,12-3-2018,12-18-2018,2,346038,47.65,1,1
10261911,311200740,12-3-2018,12-18-2018,2,345697,50.15,0,1
10261912,311200750,12-3-2018,12-18-2018,2,345698,22.7,1,1
10261913,311200763,12-3-2018,12-18-2018,2,345702,100.5,0,1
10261914,311200760,12-3-2018,12-18-2018,2,345699,20,0,1
10261915,311200762,12-3-2018,12-18-2018,2,345701,46.75,1,1
10261916,311200770,12-3-2018,12-18-2018,2,345703,31.75,1,1
10261917,311200780,12-3-2018,12-18-2018,2,345704,20,0,1
10261918,311200790,12-3-2018,12-18-2018,2,345705,20,1,1
10261919,314205686,12-3-2018,12-18-2018,2,346015,20,0,1
10261920,311200810,12-3-2018,12-18-2018,2,345706,30.7,0,1
10261921,211207785,12-3-2018,12-18-2018,2,345649,30.7,0,1
10261922,311200820,12-3-2018,12-18-2018,2,345707,20,0,1
10261923,314205654,12-3-2018,12-18-2018,2,345987,20,1,1
10261924,311200980,12-3-2018,12-18-2018,2,345708,20,0,1
10261925,311200982,12-3-2018,12-18-2018,2,345710,28.05,0,1
10261926,311200991,12-3-2018,12-18-2018,2,345711,20,1,1
10261927,314205646,12-3-2018,12-18-2018,2,345980,20,1,1
10261928,311201030,12-3-2018,12-18-2018,2,345712,56.9,1,1
10261929,311201190,12-3-2018,12-18-2018,2,345713,20,1,1
10261930,314205626,12-3-2018,12-18-2018,2,345963,20,1,1
10261931,311201290,12-3-2018,12-18-2018,2,345717,41.4,0,1
10261932,311201230,12-3-2018,12-18-2018,2,345714,36.05,0,1
10261933,311201630,12-3-2018,12-18-2018,2,345741,28.05,0,1
10261934,311201250,12-3-2018,12-18-2018,2,345716,20,1,1
10261935,311201240,12-3-2018,12-18-2018,2,345715,20,1,1
10261936,311205070,12-3-2018,12-18-2018,2,345909,50.7,0,1
10261937,311201320,12-3-2018,12-18-2018,2,345718,36.05,0,1
10261938,311201340,12-3-2018,12-18-2018,2,345719,20,1,1
10261939,311201360,12-3-2018,12-18-2018,2,345720,41.4,0,1
10261940,311201370,12-3-2018,12-18-2018,2,345721,30.7,0,1
10261941,311201380,12-3-2018,12-18-2018,2,345722,9.7,1,1
10261942,311201390,12-3-2018,12-18-2018,2,345723,50.15,0,1
10261943,311201420,12-3-2018,12-18-2018,2,345724,20,0,1
10261944,311201460,12-3-2018,12-18-2018,2,345727,44.1,0,1
10261945,311201480,12-3-2018,12-18-2018,2,345728,20,0,1
10261946,311201490,12-3-2018,12-18-2018,2,345729,50.15,0,1
10261947,311201500,12-3-2018,12-18-2018,2,345730,77.15,0,1
10261948,311201520,12-3-2018,12-18-2018,2,345731,20,1,1
10261949,311201530,12-3-2018,12-18-2018,2,345732,56.9,0,1
10261950,311204781,12-3-2018,12-18-2018,2,345897,20,0,1
10261951,311201560,12-3-2018,12-18-2018,2,345733,33.4,0,1
10261952,311201570,12-3-2018,12-18-2018,2,345734,19,1,1
10261953,314205640,12-3-2018,12-18-2018,2,345974,117.25,0,1
10261954,311201581,12-3-2018,12-18-2018,2,345737,22.7,1,1
10261955,311205350,12-3-2018,12-18-2018,2,345923,20,0,1
10261956,311201580,12-3-2018,12-18-2018,2,345736,20,0,1
10261957,311201600,12-3-2018,12-18-2018,2,345739,20,1,1
10261958,311204440,12-3-2018,12-18-2018,2,345883,30.7,0,1
10261959,311201660,12-3-2018,12-18-2018,2,345742,20,0,1
10261960,311201670,12-3-2018,12-18-2018,2,345743,25.35,1,1
10261961,311201680,12-3-2018,12-18-2018,2,345744,19,1,1
10261962,311202080,12-3-2018,12-18-2018,2,345764,44.1,0,1
10261963,311201700,12-3-2018,12-18-2018,2,345745,20,0,1
10261964,311201710,12-3-2018,12-18-2018,2,345746,20,0,1
10261965,311201730,12-3-2018,12-18-2018,2,345747,20,1,1
10261966,111207708,12-3-2018,12-18-2018,2,345637,20,0,1
10261967,311201740,12-3-2018,12-18-2018,2,345748,30.7,0,1
10261968,311201741,12-3-2018,12-18-2018,2,345749,33.4,0,1
10261969,311201742,12-3-2018,12-18-2018,2,346043,465.75,0,1
10261970,311201590,12-3-2018,12-18-2018,2,345738,38.75,0,1
10261971,311201790,12-3-2018,12-18-2018,2,345751,25.35,1,1
10261972,311201800,12-3-2018,12-18-2018,2,345752,33.4,0,1
10261973,311201820,12-3-2018,12-18-2018,2,345753,44.1,0,1
10261974,311201830,12-3-2018,12-18-2018,2,345754,36.05,1,1
10261975,311201880,12-3-2018,12-18-2018,2,345755,20,1,1
10261976,311201910,12-3-2018,12-18-2018,2,345756,36.05,0,1
10261977,314205660,12-3-2018,12-18-2018,2,345993,25.35,1,1
10261978,311200216,12-3-2018,12-18-2018,2,345667,36.05,1,1
10261979,311201950,12-3-2018,12-18-2018,2,345757,20,0,1
10261980,311201970,12-3-2018,12-18-2018,2,345758,80.5,0,1
10261981,311200190,12-3-2018,12-18-2018,2,345664,20,0,1
10261982,311201610,12-3-2018,12-18-2018,2,345740,22.7,0,1
10261983,311205420,12-3-2018,12-18-2018,2,345929,33.4,0,1
10261984,311202010,12-3-2018,12-18-2018,2,345759,20,0,1
10261985,311202030,12-3-2018,12-18-2018,2,345760,73.75,0,1
10261986,311202050,12-3-2018,12-18-2018,2,345761,36.05,0,1
10261987,311202060,12-3-2018,12-18-2018,2,345762,50.15,0,1
10261988,311202070,12-3-2018,12-18-2018,2,345763,20,0,1
10261989,314205679,12-3-2018,12-18-2018,2,346008,1495.8,0,1
10261990,311202100,12-3-2018,12-18-2018,2,345765,50.15,0,1
10261991,311203370,12-3-2018,12-18-2018,2,345836,20,0,1
10261992,314205687,12-3-2018,12-18-2018,2,346016,423.75,0,1
10261993,314205637,12-3-2018,12-18-2018,2,345971,193.8,0,1
10261994,211207779,12-3-2018,12-18-2018,2,345646,256.1,0,1
10261995,311202140,12-3-2018,12-18-2018,2,345766,30.7,0,1
10261996,311202170,12-3-2018,12-18-2018,2,345767,73.75,0,1
10261997,311202180,12-3-2018,12-18-2018,2,345768,73.75,0,1
10261998,311202210,12-3-2018,12-18-2018,2,345769,73.75,0,1
10261999,311202230,12-3-2018,12-18-2018,2,345771,20,0,1
10262000,311202240,12-3-2018,12-18-2018,2,345772,33.4,0,1
10262001,311202260,12-3-2018,12-18-2018,2,345774,33.4,0,1
10262002,314205639,12-3-2018,12-18-2018,2,345973,25.35,1,1
10262003,315202270,12-3-2018,12-18-2018,2,346032,493.6,0,1
10262004,311202271,12-3-2018,12-18-2018,2,345775,30,0,1
10262005,511201940,12-3-2018,12-18-2018,2,346037,46.75,0,1
10262006,311202280,12-3-2018,12-18-2018,2,345776,453.65,0,1
10262007,311202330,12-3-2018,12-18-2018,2,345777,20,0,1
10262008,311202340,12-3-2018,12-18-2018,2,345778,41.4,0,1
10262009,311202350,12-3-2018,12-18-2018,2,345779,44.1,1,1
10262010,311202360,12-3-2018,12-18-2018,2,345780,20,0,1
10262011,315202370,12-3-2018,12-18-2018,2,346033,217,0,1
10262012,342023711,12-3-2018,12-18-2018,2,346035,258.8,0,1
10262013,311202390,12-3-2018,12-18-2018,2,345781,20,0,1
10262014,311202400,12-3-2018,12-18-2018,2,345782,20,1,1
10262015,311202710,12-3-2018,12-18-2018,2,345796,30.7,0,1
10262016,314205638,12-3-2018,12-18-2018,2,345972,53.5,1,1
10262017,311202490,12-3-2018,12-18-2018,2,345784,50.15,1,1
10262018,311202470,12-3-2018,12-18-2018,2,345783,20,0,1
10262019,311202500,12-3-2018,12-18-2018,2,345785,28.05,0,1
10262020,311202530,12-3-2018,12-18-2018,2,345786,920.45,0,1
10262021,311202540,12-3-2018,12-18-2018,2,345787,58.1,1,1
10262022,311202570,12-3-2018,12-18-2018,2,345788,22.7,0,1
10262023,311202580,12-3-2018,12-18-2018,2,345789,20,0,1
10262024,311202590,12-3-2018,12-18-2018,2,345790,20,1,1
10262025,311202630,12-3-2018,12-18-2018,2,345792,20,0,1
10262026,311202640,12-3-2018,12-18-2018,2,345793,67,0,1
10262027,311202690,12-3-2018,12-18-2018,2,345794,53.5,1,1
10262028,314205470,12-3-2018,12-18-2018,2,345938,20,1,1
10262029,311202700,12-3-2018,12-18-2018,2,345795,20,0,1
10262030,311202720,12-3-2018,12-18-2018,2,345797,30.7,0,1
10262031,311202220,12-3-2018,12-18-2018,2,345770,25.35,1,1
10262032,311202730,12-3-2018,12-18-2018,2,345798,30.7,1,1
10262033,311202760,12-3-2018,12-18-2018,2,345799,44.1,0,1
10262034,311202770,12-3-2018,12-18-2018,2,345800,20,0,1
10262035,311202820,12-3-2018,12-18-2018,2,345801,41.4,1,1
10262036,311202830,12-3-2018,12-18-2018,2,345802,28.05,0,1
10262037,311202860,12-3-2018,12-18-2018,2,345803,20,1,1
10262038,311202880,12-3-2018,12-18-2018,2,345805,46.75,1,1
10262039,311202890,12-3-2018,12-18-2018,2,345806,50.05,1,1
10262040,314205669,12-3-2018,12-18-2018,2,346002,20,0,1
10262041,314205695,12-3-2018,12-18-2018,2,346022,33.4,0,1
10262042,311203120,12-3-2018,12-18-2018,2,345824,30.7,0,1
10262043,311202930,12-3-2018,12-18-2018,2,345809,154,1,1
10262044,311202940,12-3-2018,12-18-2018,2,345810,82.8,0,1
10262045,314205670,12-3-2018,12-18-2018,2,346003,44.1,0,1
10262046,311202960,12-3-2018,12-18-2018,2,345811,53.5,0,1
10262047,311202900,12-3-2018,12-18-2018,2,345807,60.25,1,1
10262048,311202980,12-3-2018,12-18-2018,2,345813,20,0,1
10262049,311202990,12-3-2018,12-18-2018,2,345814,20,0,1
10262050,314205636,12-3-2018,12-18-2018,2,345970,30.7,0,1
10262051,311203020,12-3-2018,12-18-2018,2,345819,38.75,0,1
10262052,311203010,12-3-2018,12-18-2018,2,345818,30.7,0,1
10262053,311203000,12-3-2018,12-18-2018,2,345816,20,0,1
10262054,311203001,12-3-2018,12-18-2018,2,345817,28.05,0,1
10262055,311202992,12-3-2018,12-18-2018,2,345815,33.4,0,1
10262056,211205810,12-3-2018,12-18-2018,2,345641,20,0,1
10262057,311203740,12-3-2018,12-18-2018,2,345858,20,1,1
10262058,314205621,12-3-2018,12-18-2018,2,345958,20,0,1
10262059,311202920,12-3-2018,12-18-2018,2,345808,28.05,1,1
10262060,311205280,12-3-2018,12-18-2018,2,345920,20,0,1
10262061,314205703,12-3-2018,12-18-2018,2,346029,96.9,1,1
10262062,311203080,12-3-2018,12-18-2018,2,345822,38.75,1,1
10262063,311203070,12-3-2018,12-18-2018,2,345821,63.65,0,1
10262064,311203110,12-3-2018,12-18-2018,2,345823,20,0,1
10262065,311203150,12-3-2018,12-18-2018,2,345825,30,0,1
10262066,311203190,12-3-2018,12-18-2018,2,345826,20,0,1
10262067,311203200,12-3-2018,12-18-2018,2,345827,20,0,1
10262068,311203220,12-3-2018,12-18-2018,2,345828,44.1,1,1
10262069,311203270,12-3-2018,12-18-2018,2,345829,34.25,1,1
10262070,315203280,12-3-2018,12-18-2018,2,346034,161,0,1
10262071,211207849,12-3-2018,12-18-2018,2,345652,20,1,1
10262072,211207780,12-3-2018,12-18-2018,2,345647,20,0,1
10262073,311203404,12-3-2018,12-18-2018,2,345840,20,0,1
10262074,314205681,12-3-2018,12-18-2018,2,346010,813.5,0,1
10262075,311203290,12-3-2018,12-18-2018,2,345831,80.5,0,1
10262076,311205380,12-3-2018,12-18-2018,2,345925,20,1,1
10262077,311203300,12-3-2018,12-18-2018,2,345832,20,0,1
10262078,311203400,12-3-2018,12-18-2018,2,345839,25.35,0,1
10262079,211207841,12-3-2018,12-18-2018,2,345651,20,1,1
10262080,314205630,12-3-2018,12-18-2018,2,345967,36.05,0,1
10262081,311203360,12-3-2018,12-18-2018,2,345835,20,0,1
10262082,311203350,12-3-2018,12-18-2018,2,345834,28.05,0,1
10262083,311203340,12-3-2018,12-18-2018,2,345833,25.35,1,1
10262084,311205110,12-3-2018,12-18-2018,2,345912,38.75,1,1
10262085,311203540,12-3-2018,12-18-2018,2,345852,67,0,1
10262086,311203490,12-3-2018,12-18-2018,2,345849,22.7,0,1
10262087,311203520,12-3-2018,12-18-2018,2,345851,20,0,1
10262088,314205490,12-3-2018,12-18-2018,2,345939,33.4,0,1
10262089,311203510,12-3-2018,12-18-2018,2,345850,44.1,0,1
10262090,311203460,12-3-2018,12-18-2018,2,345846,96.9,0,1
10262091,311203450,12-3-2018,12-18-2018,2,345845,260.7,0,1
10262092,311203410,12-3-2018,12-18-2018,2,345841,251.45,0,1
10262093,311203420,12-3-2018,12-18-2018,2,345842,33.4,0,1
10262094,314205704,12-3-2018,12-18-2018,2,346030,202,1,1
10262095,311203430,12-3-2018,12-18-2018,2,345843,28.05,1,1
10262096,314205701,12-3-2018,12-18-2018,2,346027,25.35,0,1
10262097,311203440,12-3-2018,12-18-2018,2,345844,22.7,0,1
10262098,311203471,12-3-2018,12-18-2018,2,345848,53.5,0,1
10262099,311203470,12-3-2018,12-18-2018,2,345847,99.55,1,1
10262100,314205619,12-3-2018,12-18-2018,2,345956,28.05,0,1
10262101,314205620,12-3-2018,12-18-2018,2,345957,20,1,1
10262102,314205627,12-3-2018,12-18-2018,2,345964,25.35,1,1
10262103,314205665,12-3-2018,12-18-2018,2,345998,80.5,1,1
10262104,211207736,12-3-2018,12-18-2018,2,345645,73.75,0,1
10262105,314205691,12-3-2018,12-18-2018,2,346019,20,0,1
10262106,311205360,12-3-2018,12-18-2018,2,345924,20,1,1
10262107,314205685,12-3-2018,12-18-2018,2,346014,36.05,1,1
10262108,314205699,12-3-2018,12-18-2018,2,346026,22.7,1,1
10262109,314205688,12-3-2018,12-18-2018,2,346017,56.9,0,1
10262110,211207879,12-3-2018,12-18-2018,2,345653,20,0,1
