Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,M_Penalty
10262557,411206607,12-4-2018,12-19-2018,2,346473,28.05,1,1
10262558,411203440,12-4-2018,12-19-2018,2,346215,20,1,1
10262559,411203720,12-4-2018,12-19-2018,2,346222,25.35,1,1
10262560,411203700,12-4-2018,12-19-2018,2,346221,20,1,1
10262561,411203470,12-4-2018,12-19-2018,2,346220,20,0,1
10262562,411203460,12-4-2018,12-19-2018,2,346219,20,1,1
10262563,411206090,12-4-2018,12-19-2018,2,346387,20,0,1
10262564,411206605,12-4-2018,12-19-2018,2,346471,25.35,0,1
10262565,411203800,12-4-2018,12-19-2018,2,346223,41.9,1,1
10262566,411203963,12-4-2018,12-19-2018,2,346241,20,1,1
10262567,411203971,12-4-2018,12-19-2018,2,346245,20,1,1
10262568,411203840,12-4-2018,12-19-2018,2,346224,20,1,1
10262569,411203961,12-4-2018,12-19-2018,2,346239,53.5,1,1
10262570,411206575,12-4-2018,12-19-2018,2,346447,20,1,1
10262571,411203940,12-4-2018,12-19-2018,2,346231,80.5,0,1
10262572,411206654,12-4-2018,12-19-2018,2,346510,28.05,0,1
10262573,411203950,12-4-2018,12-19-2018,2,346234,28.05,1,1
10262574,411206560,12-4-2018,12-19-2018,2,346433,20,1,1
10262575,411203450,12-4-2018,12-19-2018,2,346216,50.15,1,1
10262576,411203992,12-4-2018,12-19-2018,2,346249,200.4,1,1
10262577,411203942,12-4-2018,12-19-2018,2,346233,20,0,1
10262578,411203931,12-4-2018,12-19-2018,2,346230,25.35,1,1
10262579,411200393,12-4-2018,12-19-2018,2,346076,20,1,1
10262580,411204280,12-4-2018,12-19-2018,2,346281,20,0,1
10262581,411204500,12-4-2018,12-19-2018,2,346292,30.7,1,1
10262582,411203991,12-4-2018,12-19-2018,2,346248,20,1,1
10262583,411206400,12-4-2018,12-19-2018,2,346411,25.35,0,1
10262584,411203970,12-4-2018,12-19-2018,2,346244,20,0,1
10262585,411206665,12-4-2018,12-19-2018,2,346520,20,0,1
10262586,411206649,12-4-2018,12-19-2018,2,346505,56.9,1,1
10262587,411206647,12-4-2018,12-19-2018,2,346503,25.35,1,1
10262588,411203980,12-4-2018,12-19-2018,2,346246,20,1,1
10262589,411206000,12-4-2018,12-19-2018,2,346380,20,1,1
10262590,411204521,12-4-2018,12-19-2018,2,346293,20,0,1
10262591,411205560,12-4-2018,12-19-2018,2,346350,33.4,0,1
10262592,411204450,12-4-2018,12-19-2018,2,346289,20,1,1
10262593,411204310,12-4-2018,12-19-2018,2,346284,22.7,1,1
10262594,411204340,12-4-2018,12-19-2018,2,346286,67,0,1
10262595,411203900,12-4-2018,12-19-2018,2,346227,41.4,1,1
10262596,411206621,12-4-2018,12-19-2018,2,346485,28.05,1,1
10262597,411203964,12-4-2018,12-19-2018,2,346242,20,1,1
10262598,111200020,12-4-2018,12-19-2018,2,346045,20,0,1
10262599,411203310,12-4-2018,12-19-2018,2,346211,25.35,1,1
10262600,411206430,12-4-2018,12-19-2018,2,346413,36.05,1,1
10262601,411206480,12-4-2018,12-19-2018,2,346416,20,1,1
10262602,411203965,12-4-2018,12-19-2018,2,346243,20,1,1
10262603,411206530,12-4-2018,12-19-2018,2,346419,20,1,1
10262604,411206706,12-4-2018,12-19-2018,2,346557,20,0,1
10262605,411204670,12-4-2018,12-19-2018,2,346309,20,0,1
10262606,411206558,12-4-2018,12-19-2018,2,346431,20,0,1
10262607,411206718,12-4-2018,12-19-2018,2,346567,20,1,1
10262608,411206557,12-4-2018,12-19-2018,2,346430,28.05,1,1
10262609,411206553,12-4-2018,12-19-2018,2,346427,22.7,0,1
10262610,411206330,12-4-2018,12-19-2018,2,346405,20,1,1
10262611,411206666,12-4-2018,12-19-2018,2,346521,20,1,1
10262612,411204130,12-4-2018,12-19-2018,2,346273,109.2,1,1
10262613,411203955,12-4-2018,12-19-2018,2,346237,46.75,1,1
10262614,411203901,12-4-2018,12-19-2018,2,346228,20,1,1
10262615,411203990,12-4-2018,12-19-2018,2,346247,22.7,1,1
10262616,411204001,12-4-2018,12-19-2018,2,346251,22.7,1,1
10262617,411204052,12-4-2018,12-19-2018,2,346268,28.05,1,1
10262618,411204000,12-4-2018,12-19-2018,2,346250,20,1,1
10262619,411204014,12-4-2018,12-19-2018,2,346255,28.05,0,1
10262620,411205800,12-4-2018,12-19-2018,2,346366,46.75,0,1
10262621,411206589,12-4-2018,12-19-2018,2,346458,20,1,1
10262622,411204090,12-4-2018,12-19-2018,2,346271,20,1,1
10262623,411206631,12-4-2018,12-19-2018,2,346493,22.7,1,1
10262624,411206606,12-4-2018,12-19-2018,2,346472,20,1,1
10262625,411206544,12-4-2018,12-19-2018,2,346421,19,1,1
10262626,411204060,12-4-2018,12-19-2018,2,346270,20,0,1
10262627,411204131,12-4-2018,12-19-2018,2,346274,20,1,1
10262628,411204140,12-4-2018,12-19-2018,2,346275,53.5,0,1
10262629,411204150,12-4-2018,12-19-2018,2,346276,20,0,1
10262630,411204170,12-4-2018,12-19-2018,2,346277,25.35,1,1
10262631,411203452,12-4-2018,12-19-2018,2,346218,41.4,0,1
10262632,411204190,12-4-2018,12-19-2018,2,346278,50.15,1,1
10262633,411204270,12-4-2018,12-19-2018,2,346280,20,0,1
10262634,411206657,12-4-2018,12-19-2018,2,346512,36.05,1,1
10262635,411204250,12-4-2018,12-19-2018,2,346279,22.7,1,1
10262636,411206601,12-4-2018,12-19-2018,2,346468,20,1,1
10262637,411205760,12-4-2018,12-19-2018,2,346363,20,1,1
10262638,411206450,12-4-2018,12-19-2018,2,346415,20,1,1
10262639,411204300,12-4-2018,12-19-2018,2,346283,46.75,0,1
10262640,411204291,12-4-2018,12-19-2018,2,346282,20,0,1
10262641,411204320,12-4-2018,12-19-2018,2,346285,20,1,1
10262642,411204118,12-4-2018,12-19-2018,2,346272,38.75,0,1
10262643,411200451,12-4-2018,12-19-2018,2,346079,30.7,1,1
10262644,411204430,12-4-2018,12-19-2018,2,346288,20,0,1
10262645,411204610,12-4-2018,12-19-2018,2,346300,20,0,1
10262646,411204480,12-4-2018,12-19-2018,2,346290,30.7,1,1
10262647,411204490,12-4-2018,12-19-2018,2,346291,20,1,1
10262648,411204530,12-4-2018,12-19-2018,2,346294,20,1,1
10262649,411206070,12-4-2018,12-19-2018,2,346385,41.4,1,1
10262650,411204590,12-4-2018,12-19-2018,2,346298,28.05,1,1
10262651,411204554,12-4-2018,12-19-2018,2,346297,34.25,1,1
10262652,511200210,12-4-2018,12-19-2018,2,346577,22.7,1,1
10262653,411206561,12-4-2018,12-19-2018,2,346434,22.7,1,1
10262654,411206586,12-4-2018,12-19-2018,2,346455,38.75,1,1
10262655,411206420,12-4-2018,12-19-2018,2,346412,30.7,1,1
10262656,311200331,12-4-2018,12-19-2018,2,346047,20,0,1
10262657,411204671,12-4-2018,12-19-2018,2,346310,30.7,0,1
10262658,411206660,12-4-2018,12-19-2018,2,346515,22.7,1,1
10262659,411204630,12-4-2018,12-19-2018,2,346304,30.7,0,1
10262660,411206250,12-4-2018,12-19-2018,2,346399,33.4,0,1
10262661,411204640,12-4-2018,12-19-2018,2,346307,20,1,1
10262662,411204550,12-4-2018,12-19-2018,2,346296,43.1,1,1
10262663,411206555,12-4-2018,12-19-2018,2,346428,38.75,0,1
10262664,411206540,12-4-2018,12-19-2018,2,346420,20,1,1
10262665,411206612,12-4-2018,12-19-2018,2,346477,20,0,1
10262666,411204624,12-4-2018,12-19-2018,2,346303,20,1,1
10262667,411205570,12-4-2018,12-19-2018,2,346351,30.7,1,1
10262668,411206618,12-4-2018,12-19-2018,2,346482,20,0,1
10262669,411204634,12-4-2018,12-19-2018,2,346306,20,0,1
10262670,411206170,12-4-2018,12-19-2018,2,346392,30.7,0,1
10262671,411206683,12-4-2018,12-19-2018,2,346598,20,1,1
10262672,411205690,12-4-2018,12-19-2018,2,346359,70.4,0,1
10262673,411206547,12-4-2018,12-19-2018,2,346422,20,1,1
10262674,511205708,12-4-2018,12-19-2018,2,346592,22.7,1,1
10262675,411200442,12-4-2018,12-19-2018,2,346078,20,1,1
10262676,411206688,12-4-2018,12-19-2018,2,346540,22.7,1,1
10262677,411206619,12-4-2018,12-19-2018,2,346483,28.05,1,1
10262678,411206661,12-4-2018,12-19-2018,2,346516,46.75,0,1
10262679,411205580,12-4-2018,12-19-2018,2,346352,20,0,1
10262680,411205590,12-4-2018,12-19-2018,2,346353,20,1,1
10262681,411206677,12-4-2018,12-19-2018,2,346531,28.05,1,1
10262682,411206580,12-4-2018,12-19-2018,2,346451,28.05,1,1
10262683,411206559,12-4-2018,12-19-2018,2,346432,25.35,0,1
10262684,411206597,12-4-2018,12-19-2018,2,346464,28.05,1,1
10262685,411206632,12-4-2018,12-19-2018,2,346494,20,0,1
10262686,411206662,12-4-2018,12-19-2018,2,346517,33.4,0,1
10262687,411206672,12-4-2018,12-19-2018,2,346526,44.1,1,1
10262688,411206685,12-4-2018,12-19-2018,2,346537,20,0,1
10262689,411206655,12-4-2018,12-19-2018,2,346511,20,0,1
10262690,411206623,12-4-2018,12-19-2018,2,346487,28.05,1,1
10262691,411206611,12-4-2018,12-19-2018,2,346476,20,1,1
10262692,411206614,12-4-2018,12-19-2018,2,346478,22.7,0,1
10262693,411206633,12-4-2018,12-19-2018,2,346495,209.7,1,1
10262694,411206646,12-4-2018,12-19-2018,2,346502,20,1,1
10262695,314205653,12-4-2018,12-19-2018,2,346050,20,1,1
10262696,411206678,12-4-2018,12-19-2018,2,346532,20,1,1
10262697,411206628,12-4-2018,12-19-2018,2,346491,63.65,1,1
10262698,411206670,12-4-2018,12-19-2018,2,346525,56.9,1,1
10262699,411206650,12-4-2018,12-19-2018,2,346506,41.4,1,1
10262700,411206713,12-4-2018,12-19-2018,2,346562,22.7,1,1
10262701,411206440,12-4-2018,12-19-2018,2,346414,70.4,0,1
10262702,411206709,12-4-2018,12-19-2018,2,346560,20,1,1
10262703,411206690,12-4-2018,12-19-2018,2,346542,33.4,1,1
10262704,411206707,12-4-2018,12-19-2018,2,346558,20,1,1
10262705,411206695,12-4-2018,12-19-2018,2,346547,46.75,1,1
10262706,411206708,12-4-2018,12-19-2018,2,346559,20,1,1
10262707,411206602,12-4-2018,12-19-2018,2,346469,67,1,1
10262708,411206622,12-4-2018,12-19-2018,2,346486,38.75,1,1
10262709,411206648,12-4-2018,12-19-2018,2,346504,20,1,1
10262710,411206626,12-4-2018,12-19-2018,2,346490,36.05,0,1
10262711,411206652,12-4-2018,12-19-2018,2,346508,22.7,1,1
10262712,411206581,12-4-2018,12-19-2018,2,346452,53.5,1,1
10262713,411206584,12-4-2018,12-19-2018,2,346454,20,1,1
10262714,411206550,12-4-2018,12-19-2018,2,346425,28.05,1,1
10262715,511201670,12-4-2018,12-19-2018,2,346582,44.1,1,1
10262716,411204622,12-4-2018,12-19-2018,2,346302,20,1,1
10262717,411206663,12-4-2018,12-19-2018,2,346518,20,1,1
10262718,411206370,12-4-2018,12-19-2018,2,346408,205.05,1,1
10262719,411206673,12-4-2018,12-19-2018,2,346527,20,1,1
10262720,411206140,12-4-2018,12-19-2018,2,346390,25.35,0,1
10262721,411206380,12-4-2018,12-19-2018,2,346409,20,1,1
10262722,411206290,12-4-2018,12-19-2018,2,346401,20,1,1
10262723,411206020,12-4-2018,12-19-2018,2,346381,36.8,1,1
10262724,411206190,12-4-2018,12-19-2018,2,346394,33.4,1,1
10262725,411206687,12-4-2018,12-19-2018,2,346539,20,1,1
10262726,411203962,12-4-2018,12-19-2018,2,346240,33.4,1,1
10262727,411205520,12-4-2018,12-19-2018,2,346347,20,1,1
10262728,411205630,12-4-2018,12-19-2018,2,346355,20,1,1
10262729,411204591,12-4-2018,12-19-2018,2,346299,20,0,1
10262730,411206080,12-4-2018,12-19-2018,2,346386,46.75,1,1
10262731,411206568,12-4-2018,12-19-2018,2,346441,28.05,1,1
10262732,511201140,12-4-2018,12-19-2018,2,346578,20,1,1
10262733,411206579,12-4-2018,12-19-2018,2,346450,20,0,1
10262734,411204011,12-4-2018,12-19-2018,2,346253,28.05,0,1
10262735,411204010,12-4-2018,12-19-2018,2,346252,33.4,1,1
10262736,411204691,12-4-2018,12-19-2018,2,346312,20,0,1
10262737,411204612,12-4-2018,12-19-2018,2,346301,41.4,1,1
10262738,411200471,12-4-2018,12-19-2018,2,346080,20,1,1
10262739,411206651,12-4-2018,12-19-2018,2,346507,20,1,1
10262740,411204720,12-4-2018,12-19-2018,2,346315,20,1,1
10262741,411204704,12-4-2018,12-19-2018,2,346313,20,0,1
10262742,411204024,12-4-2018,12-19-2018,2,346258,20,1,1
10262743,411204730,12-4-2018,12-19-2018,2,346316,20,1,1
10262744,411204043,12-4-2018,12-19-2018,2,346263,22.7,1,1
10262745,411204020,12-4-2018,12-19-2018,2,346257,25.35,1,1
10262746,411204031,12-4-2018,12-19-2018,2,346260,20,1,1
10262747,411204046,12-4-2018,12-19-2018,2,346265,30.7,1,1
10262748,411204740,12-4-2018,12-19-2018,2,346317,20,0,1
10262749,411204780,12-4-2018,12-19-2018,2,346318,56.9,1,1
10262750,411204041,12-4-2018,12-19-2018,2,346262,67,1,1
10262751,411204051,12-4-2018,12-19-2018,2,346267,20,1,1
10262752,411204880,12-4-2018,12-19-2018,2,346322,22.7,1,1
10262753,411204871,12-4-2018,12-19-2018,2,346321,22.7,1,1
10262754,411204870,12-4-2018,12-19-2018,2,346320,38.75,0,1
10262755,411204790,12-4-2018,12-19-2018,2,346319,28.05,1,1
10262756,411206642,12-4-2018,12-19-2018,2,346499,20,1,1
10262757,411204890,12-4-2018,12-19-2018,2,346323,41.4,1,1
10262758,411204940,12-4-2018,12-19-2018,2,346325,50.15,1,1
10262759,411204952,12-4-2018,12-19-2018,2,346327,70.4,1,1
10262760,411204900,12-4-2018,12-19-2018,2,346324,25.35,1,1
10262761,411206620,12-4-2018,12-19-2018,2,346484,20,0,1
10262762,411204961,12-4-2018,12-19-2018,2,346330,20,0,1
10262763,411204960,12-4-2018,12-19-2018,2,346329,20,1,1
10262764,411204950,12-4-2018,12-19-2018,2,346326,25.35,0,1
10262765,411204962,12-4-2018,12-19-2018,2,346331,22.7,0,1
10262766,411204953,12-4-2018,12-19-2018,2,346328,20,1,1
10262767,411200491,12-4-2018,12-19-2018,2,346081,96.9,0,1
10262768,411205060,12-4-2018,12-19-2018,2,346333,20,0,1
10262769,411205120,12-4-2018,12-19-2018,2,346334,30.7,1,1
10262770,411205660,12-4-2018,12-19-2018,2,346356,20,1,1
10262771,411205140,12-4-2018,12-19-2018,2,346335,20,1,1
10262772,411205290,12-4-2018,12-19-2018,2,346338,20,0,1
10262773,411205340,12-4-2018,12-19-2018,2,346339,22.7,0,1
10262774,411205350,12-4-2018,12-19-2018,2,346340,60.25,0,1
10262775,411205180,12-4-2018,12-19-2018,2,346336,200.4,0,1
10262776,411204533,12-4-2018,12-19-2018,2,346295,158.65,0,1
10262777,411206210,12-4-2018,12-19-2018,2,346396,30.7,1,1
10262778,411205420,12-4-2018,12-19-2018,2,346342,41.4,1,1
10262779,411209321,12-4-2018,12-19-2018,2,346568,77.15,0,1
10262780,411205220,12-4-2018,12-19-2018,2,346337,20,1,1
10262781,411205700,12-4-2018,12-19-2018,2,346360,20,1,1
10262782,411204016,12-4-2018,12-19-2018,2,346256,38.75,0,1
10262783,411204050,12-4-2018,12-19-2018,2,346266,63.65,1,1
10262784,411206130,12-4-2018,12-19-2018,2,346389,20,1,1
10262785,411204044,12-4-2018,12-19-2018,2,346264,20,1,1
10262786,411206230,12-4-2018,12-19-2018,2,346397,63.65,1,1
10262787,411206563,12-4-2018,12-19-2018,2,346436,26.65,1,1
10262788,411203890,12-4-2018,12-19-2018,2,346226,20,0,1
10262789,411206040,12-4-2018,12-19-2018,2,346383,28.05,1,1
10262790,411204710,12-4-2018,12-19-2018,2,346314,20,1,1
10262791,411200401,12-4-2018,12-19-2018,2,346077,20,1,1
10262792,411204040,12-4-2018,12-19-2018,2,346261,36.05,1,1
10262793,411205440,12-4-2018,12-19-2018,2,346343,20,0,1
10262794,411205410,12-4-2018,12-19-2018,2,346341,33.4,1,1
10262795,411204030,12-4-2018,12-19-2018,2,346259,20,0,1
10262796,411204012,12-4-2018,12-19-2018,2,346254,28.05,0,1
10262797,411206390,12-4-2018,12-19-2018,2,346410,20,1,1
10262798,411205940,12-4-2018,12-19-2018,2,346375,20,0,1
10262799,411206549,12-4-2018,12-19-2018,2,346424,20,0,1
10262800,411205500,12-4-2018,12-19-2018,2,346344,44.1,0,1
10262801,411205501,12-4-2018,12-19-2018,2,346345,53.5,1,1
10262802,411201220,12-4-2018,12-19-2018,2,346119,20,0,1
10262803,511200010,12-5-2018,12-20-2018,2,346659,95.4,0,1
10262804,511205710,12-5-2018,12-20-2018,2,346989,20,1,1
10262805,511200040,12-5-2018,12-20-2018,2,346661,20,0,1
10262806,511200050,12-5-2018,12-20-2018,2,346662,38.75,1,1
10262807,511200060,12-5-2018,12-20-2018,2,346663,20,0,1
10262808,511200080,12-5-2018,12-20-2018,2,346664,46.75,0,1
10262809,511200090,12-5-2018,12-20-2018,2,346665,38.75,0,1
10262810,511200150,12-5-2018,12-20-2018,2,346668,80.5,0,1
10262811,511200160,12-5-2018,12-20-2018,2,346669,25.35,0,1
10262812,511200190,12-5-2018,12-20-2018,2,346670,20,1,1
10262813,511200200,12-5-2018,12-20-2018,2,346671,38.75,0,1
10262814,511205230,12-5-2018,12-20-2018,2,346881,20,1,1
10262815,411205730,12-5-2018,12-20-2018,2,346644,41.4,0,1
10262816,511200220,12-5-2018,12-20-2018,2,346672,20,1,1
10262817,511200230,12-5-2018,12-20-2018,2,346673,50.15,0,1
10262818,511200240,12-5-2018,12-20-2018,2,346674,20,0,1
10262819,411202780,12-5-2018,12-20-2018,2,346636,20,0,1
10262820,511200390,12-5-2018,12-20-2018,2,346675,20,0,1
10262821,511200400,12-5-2018,12-20-2018,2,346676,38.75,0,1
10262822,511200401,12-5-2018,12-20-2018,2,346677,46.75,1,1
10262823,511200410,12-5-2018,12-20-2018,2,346678,20,1,1
10262824,511200420,12-5-2018,12-20-2018,2,346679,36.05,1,1
10262825,511200470,12-5-2018,12-20-2018,2,346680,22.7,0,1
10262826,511200480,12-5-2018,12-20-2018,2,346681,41.9,1,1
10262827,511200500,12-5-2018,12-20-2018,2,346682,20,0,1
10262828,511200520,12-5-2018,12-20-2018,2,346683,38.75,0,1
10262829,511200521,12-5-2018,12-20-2018,2,346684,28.05,1,1
10262830,511200530,12-5-2018,12-20-2018,2,346685,20,1,1
10262831,511201700,12-5-2018,12-20-2018,2,346738,50.15,0,1
10262832,511200550,12-5-2018,12-20-2018,2,346686,25.35,0,1
10262833,511200590,12-5-2018,12-20-2018,2,346688,20,0,1
10262834,515200600,12-5-2018,12-20-2018,2,347197,1338.05,0,1
10262835,515200630,12-5-2018,12-20-2018,2,347198,113.75,0,1
10262836,515200640,12-5-2018,12-20-2018,2,347199,1950.55,0,1
10262837,511200660,12-5-2018,12-20-2018,2,346689,307.1,0,1
10262838,511205869,12-5-2018,12-20-2018,2,347128,22.7,0,1
10262839,311201701,12-5-2018,12-20-2018,2,346621,38.75,0,1
10262840,514200541,12-5-2018,12-20-2018,2,347194,237.9,0,1
10262841,511205500,12-5-2018,12-20-2018,2,346905,342.3,0,1
10262842,511205668,12-5-2018,12-20-2018,2,346955,84.6,0,1
10262843,511205681,12-5-2018,12-20-2018,2,346965,20,1,1
10262844,511205712,12-5-2018,12-20-2018,2,346990,20,1,1
10262845,511205633,12-5-2018,12-20-2018,2,346932,20,1,1
10262846,511205649,12-5-2018,12-20-2018,2,346943,22.7,1,1
10262847,311205430,12-5-2018,12-20-2018,2,346628,56.9,1,1
10262848,511205629,12-5-2018,12-20-2018,2,346928,36.05,1,1
10262849,511205350,12-5-2018,12-20-2018,2,346892,154,1,1
10262850,511205728,12-5-2018,12-20-2018,2,347005,60.25,0,1
10262851,514201421,12-5-2018,12-20-2018,2,347195,244.85,0,1
10262852,511205678,12-5-2018,12-20-2018,2,346963,28.05,0,1
10262853,511205410,12-5-2018,12-20-2018,2,346897,20,0,1
10262854,511205240,12-5-2018,12-20-2018,2,346882,38.75,1,1
10262855,511200020,12-5-2018,12-20-2018,2,346660,20,0,1
10262856,511205616,12-5-2018,12-20-2018,2,346917,64.1,1,1
10262857,511205881,12-5-2018,12-20-2018,2,347140,20,0,1
10262858,511205781,12-5-2018,12-20-2018,2,347045,28.05,1,1
10262859,511201450,12-5-2018,12-20-2018,2,346723,169.9,0,1
10262860,111204610,12-5-2018,12-20-2018,2,346615,30.7,1,1
10262861,511200770,12-5-2018,12-20-2018,2,346690,20,1,1
10262862,511205630,12-5-2018,12-20-2018,2,346929,20,1,1
10262863,511205793,12-5-2018,12-20-2018,2,347056,20,1,1
10262864,511205812,12-5-2018,12-20-2018,2,347074,20,1,1
10262865,511205839,12-5-2018,12-20-2018,2,347099,20,1,1
10262866,511205641,12-5-2018,12-20-2018,2,346937,63.65,1,1
10262867,511205540,12-5-2018,12-20-2018,2,346908,38.75,1,1
10262868,511200860,12-5-2018,12-20-2018,2,346693,20,1,1
10262869,511205270,12-5-2018,12-20-2018,2,346885,20,1,1
10262870,511200900,12-5-2018,12-20-2018,2,346695,25.35,1,1
10262871,511200910,12-5-2018,12-20-2018,2,346696,25.35,1,1
10262872,511205220,12-5-2018,12-20-2018,2,346880,36.05,1,1
10262873,511200950,12-5-2018,12-20-2018,2,346698,46.75,1,1
10262874,511205150,12-5-2018,12-20-2018,2,346877,38.75,0,1
10262875,511205618,12-5-2018,12-20-2018,2,346918,20,1,1
10262876,511200940,12-5-2018,12-20-2018,2,346697,20,1,1
10262877,511200101,12-5-2018,12-20-2018,2,346667,20,1,1
10262878,511205625,12-5-2018,12-20-2018,2,346924,28.05,0,1
10262879,511205807,12-5-2018,12-20-2018,2,347070,20,1,1
10262880,511205550,12-5-2018,12-20-2018,2,346909,20,0,1
10262881,511201021,12-5-2018,12-20-2018,2,346699,20,1,1
10262882,511205671,12-5-2018,12-20-2018,2,346957,30.7,1,1
10262883,511205250,12-5-2018,12-20-2018,2,346883,20,1,1
10262884,511205870,12-5-2018,12-20-2018,2,347129,28.05,1,1
10262885,511201100,12-5-2018,12-20-2018,2,346700,67,1,1
10262886,511201200,12-5-2018,12-20-2018,2,346702,50.15,1,1
10262887,511205890,12-5-2018,12-20-2018,2,347149,20,1,1
10262888,511205777,12-5-2018,12-20-2018,2,347042,20,1,1
10262889,511201150,12-5-2018,12-20-2018,2,346701,60.25,1,1
10262890,511205080,12-5-2018,12-20-2018,2,346873,50.15,1,1
10262891,511205882,12-5-2018,12-20-2018,2,347141,20,1,1
10262892,511205847,12-5-2018,12-20-2018,2,347107,20,1,1
10262893,111203260,12-5-2018,12-20-2018,2,346602,20,1,1
10262894,511201220,12-5-2018,12-20-2018,2,346704,20,1,1
10262895,511204920,12-5-2018,12-20-2018,2,346860,20,0,1
10262896,511201240,12-5-2018,12-20-2018,2,346705,20,0,1
10262897,511201270,12-5-2018,12-20-2018,2,346707,33.4,1,1
10262898,511201260,12-5-2018,12-20-2018,2,346706,20,0,1
10262899,411205890,12-5-2018,12-20-2018,2,346647,20,1,1
10262900,511201281,12-5-2018,12-20-2018,2,346709,22.7,0,1
10262901,511205624,12-5-2018,12-20-2018,2,346923,20,0,1
10262902,511205686,12-5-2018,12-20-2018,2,346970,20,0,1
10262903,511205720,12-5-2018,12-20-2018,2,346998,22.7,0,1
10262904,511205933,12-5-2018,12-20-2018,2,347189,25.35,1,1
10262905,511204890,12-5-2018,12-20-2018,2,346858,20,1,1
10262906,511201280,12-5-2018,12-20-2018,2,346708,93.5,1,1
10262907,511201290,12-5-2018,12-20-2018,2,346710,20,0,1
10262908,511205878,12-5-2018,12-20-2018,2,347137,30.7,1,1
10262909,511205840,12-5-2018,12-20-2018,2,347100,20,0,1
10262910,511205824,12-5-2018,12-20-2018,2,347086,20,1,1
10262911,511205665,12-5-2018,12-20-2018,2,346954,20,0,1
10262912,511201380,12-5-2018,12-20-2018,2,346714,20,0,1
10262913,511201390,12-5-2018,12-20-2018,2,346715,20,1,1
10262914,511201350,12-5-2018,12-20-2018,2,346713,25.35,1,1
10262915,511205733,12-5-2018,12-20-2018,2,347009,20,1,1
10262916,511201391,12-5-2018,12-20-2018,2,346716,22.7,1,1
10262917,511201340,12-5-2018,12-20-2018,2,346712,20,0,1
10262918,511205725,12-5-2018,12-20-2018,2,347003,20,0,1
10262919,511205658,12-5-2018,12-20-2018,2,346949,41.4,0,1
10262920,511205898,12-5-2018,12-20-2018,2,347157,20,0,1
10262921,511205899,12-5-2018,12-20-2018,2,347158,20,0,1
10262922,511205672,12-5-2018,12-20-2018,2,346958,25.35,1,1
10262923,511205897,12-5-2018,12-20-2018,2,347156,28.05,0,1
10262924,511205662,12-5-2018,12-20-2018,2,346952,20,1,1
10262925,511205646,12-5-2018,12-20-2018,2,346941,20,0,1
10262926,511205637,12-5-2018,12-20-2018,2,346934,20,1,1
10262927,511205742,12-5-2018,12-20-2018,2,347015,20,0,1
10262928,314205692,12-5-2018,12-20-2018,2,346631,28.05,1,1
10262929,511201393,12-5-2018,12-20-2018,2,346717,25.35,1,1
10262930,511205340,12-5-2018,12-20-2018,2,346891,28.05,1,1
10262931,511201400,12-5-2018,12-20-2018,2,346718,20,0,1
10262932,211207855,12-5-2018,12-20-2018,2,346619,20,1,1
10262933,511205663,12-5-2018,12-20-2018,2,346953,20,0,1
10262934,511205660,12-5-2018,12-20-2018,2,346950,20,1,1
10262935,511205813,12-5-2018,12-20-2018,2,347075,36.05,1,1
10262936,511205903,12-5-2018,12-20-2018,2,347162,20,1,1
10262937,511205794,12-5-2018,12-20-2018,2,347057,20,1,1
10262938,511201410,12-5-2018,12-20-2018,2,346719,20,1,1
10262939,111200750,12-5-2018,12-20-2018,2,346599,25.35,1,1
10262940,511201411,12-5-2018,12-20-2018,2,346720,25.35,1,1
10262941,511205735,12-5-2018,12-20-2018,2,347011,20,1,1
10262942,511205863,12-5-2018,12-20-2018,2,347122,20,1,1
10262943,511205702,12-5-2018,12-20-2018,2,346983,38.75,0,1
10262944,511205360,12-5-2018,12-20-2018,2,346893,20,0,1
10262945,511201430,12-5-2018,12-20-2018,2,346722,20,1,1
10262946,511205904,12-5-2018,12-20-2018,2,347163,20,0,1
10262947,511205749,12-5-2018,12-20-2018,2,347019,36.05,0,1
10262948,511205731,12-5-2018,12-20-2018,2,347007,25.35,0,1
10262949,511205743,12-5-2018,12-20-2018,2,347205,36.05,1,1
10262950,511205721,12-5-2018,12-20-2018,2,346999,36.05,1,1
10262951,511205759,12-5-2018,12-20-2018,2,347027,20,0,1
10262952,511205719,12-5-2018,12-20-2018,2,346997,20,0,1
10262953,511205639,12-5-2018,12-20-2018,2,346936,25.35,0,1
10262954,511201420,12-5-2018,12-20-2018,2,346721,36.05,0,1
10262955,511204990,12-5-2018,12-20-2018,2,346866,36.05,1,1
10262956,511205905,12-5-2018,12-20-2018,2,347164,20,1,1
10262957,511205906,12-5-2018,12-20-2018,2,347165,20,0,1
10262958,411200332,12-5-2018,12-20-2018,2,346632,20,1,1
10262959,511205930,12-5-2018,12-20-2018,2,347187,20,1,1
10262960,511201500,12-5-2018,12-20-2018,2,346724,20,1,1
10262961,511205879,12-5-2018,12-20-2018,2,347138,20,1,1
10262962,511201600,12-5-2018,12-20-2018,2,346731,20,1,1
10262963,511205883,12-5-2018,12-20-2018,2,347142,28.05,0,1
10262964,511205619,12-5-2018,12-20-2018,2,346919,25.35,1,1
10262965,511201620,12-5-2018,12-20-2018,2,346733,20,1,1
10262966,511200780,12-5-2018,12-20-2018,2,346691,20,1,1
